time,measured_position,estimated_position, error, K1, K2, estimated_velocity
30.5,8.38541,6.85077,7.67318,0.8,0.2,1.43755
31,-6.83247,-3.95206,-14.402,0.8,0.2,-1.44285
31.5,1.91224,0.595092,6.58572,0.8,0.2,-0.125704
32,-7.79827,-6.13217,-8.33051,0.8,0.2,-1.79181
32.5,4.47178,2.17181,11.4999,0.8,0.2,0.508163
33,-7.66726,-5.64863,-10.0931,0.8,0.2,-1.51047
33.5,2.87786,1.02152,9.28172,0.8,0.2,0.345878
34,-1.35707,-0.846761,-2.55152,0.8,0.2,-0.164426
34.5,-5.313,-4.4362,-4.38403,0.8,0.2,-1.04123
35,-2.35846,-2.87813,2.59835,0.8,0.2,-0.52156
35.5,-2.85422,-2.91116,0.284687,0.8,0.2,-0.464623
36,-1.3298,-1.69253,1.81367,0.8,0.2,-0.101888
36.5,-1.39452,-1.46431,0.348953,0.8,0.2,-0.0320975
37,9.77462,7.52362,11.255,0.8,0.2,2.2189
37.5,1.02386,2.5457,-7.60921,0.8,0.2,0.697056
38,6.26666,5.59217,3.37243,0.8,0.2,1.37154
38.5,5.13392,5.36273,-1.14402,0.8,0.2,1.14274
39,-0.0589349,1.13967,-5.99303,0.8,0.2,-0.0558685
39.5,-2.94944,-2.1372,-4.06117,0.8,0.2,-0.868103
40,2.57771,1.54792,5.14897,0.8,0.2,0.16169
40.5,-3.73342,-2.66098,-5.36218,0.8,0.2,-0.910746
41,-0.158478,-0.750053,2.95787,0.8,0.2,-0.319171
41.5,0.130742,-0.077334,1.04038,0.8,0.2,-0.111095
42,0.940215,0.725596,1.0731,0.8,0.2,0.103524
42.5,-7.69714,-6.00224,-8.47449,0.8,0.2,-1.59137
43,-0.140443,-1.47194,6.65748,0.8,0.2,-0.259878
43.5,-5.54933,-4.75984,-3.94745,0.8,0.2,-1.04937
44,-6.51956,-6.27255,-1.23504,0.8,0.2,-1.29638
44.5,2.83656,0.885103,9.75731,0.8,0.2,0.655085
45,-0.23137,0.057433,-1.44402,0.8,0.2,0.366282
45.5,6.50732,5.25397,6.26675,0.8,0.2,1.61963
46,0.701397,1.77388,-5.36239,0.8,0.2,0.547153
46.5,9.70478,8.17331,7.65733,0.8,0.2,2.07862
47,-4.90731,-2.08332,-14.1199,0.8,0.2,-0.745367
47.5,4.06389,2.75991,6.51989,0.8,0.2,0.558611
48,0.919438,1.34339,-2.11978,0.8,0.2,0.134656
48.5,-2.33998,-1.58984,-3.7507,0.8,0.2,-0.615484
49,2.17731,1.36233,4.07489,0.8,0.2,0.199494
49.5,0.843178,0.966958,-0.618902,0.8,0.2,0.0757138
50,2.53611,2.22985,1.5313,0.8,0.2,0.381974
50.5,-8.29196,-6.1494,-10.7128,0.8,0.2,-1.76059
51,4.02881,1.81711,11.0585,0.8,0.2,0.451113
51.5,-9.99515,-7.58759,-12.0378,0.8,0.2,-1.95645
52,-4.73068,-5.49771,3.83513,0.8,0.2,-1.18942
52.5,-1.11889,-2.11359,4.97353,0.8,0.2,-0.194717
53,-0.970383,-1.2185,1.24057,0.8,0.2,0.0533967
53.5,0.288514,-0.00754869,1.48031,0.8,0.2,0.349459
54,5.85686,4.71892,5.68968,0.8,0.2,1.48739
54.5,5.77341,5.71125,0.310787,0.8,0.2,1.54955
55,-3.55973,-1.55058,-10.0458,0.8,0.2,-0.459599
55.5,7.83726,5.91373,9.61763,0.8,0.2,1.46393
56,-2.04283,-0.305122,-8.68852,0.8,0.2,-0.273776
56.5,0.225193,0.0917522,0.667203,0.8,0.2,-0.140336
57,3.22614,2.58523,3.20456,0.8,0.2,0.500576
57.5,4.58613,4.23601,1.75061,0.8,0.2,0.850698
58,-2.32243,-0.925674,-6.98379,0.8,0.2,-0.546059
58.5,2.99509,2.15633,4.1938,0.8,0.2,0.2927
59,-2.05186,-1.18095,-4.35454,0.8,0.2,-0.578208
59.5,-8.20214,-6.85572,-6.73208,0.8,0.2,-1.92462
60,-3.78856,-4.59445,4.02947,0.8,0.2,-1.11873
60.5,-4.05023,-4.27094,1.10359,0.8,0.2,-0.898012
61,-5.0412,-4.97695,-0.321245,0.8,0.2,-0.962261
61.5,1.58664,0.177699,7.04472,0.8,0.2,0.446683
62,2.93166,2.42554,2.53062,0.8,0.2,0.952808
62.5,0.697787,1.13862,-2.20416,0.8,0.2,0.511977
63,3.57841,3.14165,2.1838,0.8,0.2,0.948737
63.5,-0.030606,0.698718,-3.64662,0.8,0.2,0.219413
64,2.96728,2.53551,2.15886,0.8,0.2,0.651184
64.5,-2.60656,-1.51303,-5.46767,0.8,0.2,-0.442349
65,7.85478,5.93698,9.58898,0.8,0.2,1.47545
65.5,-1.21228,0.365114,-7.88699,0.8,0.2,-0.10195
66,8.59326,6.93743,8.27912,0.8,0.2,1.55387
66.5,-2.77655,-0.67837,-10.4909,0.8,0.2,-0.544312
67,4.18029,3.15413,5.13082,0.8,0.2,0.481852
67.5,-5.8496,-4.00067,-9.24465,0.8,0.2,-1.36708
68,-7.24648,-6.73402,-2.56227,0.8,0.2,-1.87953
68.5,0.106954,-1.44919,7.78074,0.8,0.2,-0.323384
69,-10.308,-8.56858,-8.69711,0.8,0.2,-2.06281
69.5,2.9539,0.443122,12.5539,0.8,0.2,0.447969
70,-3.56985,-2.72246,-4.23696,0.8,0.2,-0.399423
70.5,7.16778,5.14979,10.09,0.8,0.2,1.61857
71,-8.56231,-5.65803,-14.5214,0.8,0.2,-1.28571
71.5,10.0537,6.78279,16.3546,0.8,0.2,1.98521
72,-5.20854,-2.61176,-12.9839,0.8,0.2,-0.611578
72.5,-0.801744,-1.2249,2.1158,0.8,0.2,-0.188417
73,7.15577,5.4608,8.47489,0.8,0.2,1.50656
73.5,1.98226,2.82862,-4.23182,0.8,0.2,0.660196
74,2.83231,2.89759,-0.326408,0.8,0.2,0.594915
74.5,7.20764,6.40512,4.01259,0.8,0.2,1.39743
75,3.88109,4.52564,-3.22275,0.8,0.2,0.752882
75.5,-8.96993,-6.19553,-13.872,0.8,0.2,-2.02152
76,4.89848,2.47753,12.1048,0.8,0.2,0.399435
76.5,-8.27571,-6.08512,-10.953,0.8,0.2,-1.79116
77,-7.0663,-7.04918,-0.0856047,0.8,0.2,-1.80828
77.5,0.521018,-1.17385,8.47434,0.8,0.2,-0.11341
78,1.14466,0.669618,2.37522,0.8,0.2,0.361633
78.5,-8.36084,-6.51858,-9.21127,0.8,0.2,-1.48062
79,8.24157,5.14148,15.5005,0.8,0.2,1.61947
79.5,-4.2531,-2.21224,-10.2043,0.8,0.2,-0.421391
80,-3.73249,-3.47058,-1.30956,0.8,0.2,-0.683303
80.5,1.78389,0.664663,5.59612,0.8,0.2,0.43592
81,3.43427,2.92394,2.55165,0.8,0.2,0.94625
81.5,-3.03694,-1.75014,-6.43401,0.8,0.2,-0.340551
82,10.9049,8.33986,12.8253,0.8,0.2,2.22452
82.5,5.81269,6.54058,-3.63942,0.8,0.2,1.49663
83,-1.59999,0.177784,-8.88889,0.8,0.2,-0.281145
83.5,8.18565,6.55596,8.14844,0.8,0.2,1.34854
84,-5.77644,-3.17511,-13.0067,0.8,0.2,-1.25279
84.5,-1.58461,-2.02799,2.2169,0.8,0.2,-0.809413
85,-6.27673,-5.50792,-3.84403,0.8,0.2,-1.57822
85.5,2.91732,1.07445,9.21435,0.8,0.2,0.264651
86,-9.87958,-7.66231,-11.0864,0.8,0.2,-1.95262
86.5,7.12099,3.96907,15.7596,0.8,0.2,1.1993
87,-6.12775,-3.98845,-10.6965,0.8,0.2,-0.939993
87.5,-0.930278,-1.63591,3.52817,0.8,0.2,-0.234358
88,-0.948941,-1.10977,0.804151,0.8,0.2,-0.0735278
88.5,-6.18874,-5.1803,-5.0422,0.8,0.2,-1.08197
89,3.21722,1.42952,8.9385,0.8,0.2,0.705732
89.5,-1.72776,-1.02573,-3.51015,0.8,0.2,0.00370282
90,7.63535,5.90351,8.65923,0.8,0.2,1.73555
90.5,1.83514,2.82237,-4.93614,0.8,0.2,0.748321
91,9.67065,8.37583,6.47412,0.8,0.2,2.04315
91.5,-3.86125,-1.20952,-13.2586,0.8,0.2,-0.608583
92,6.0455,4.53364,7.55931,0.8,0.2,0.903278
92.5,-1.68326,-0.349549,-6.66853,0.8,0.2,-0.430429
93,-7.11687,-5.80645,-6.55211,0.8,0.2,-1.74085
93.5,3.42446,1.40419,10.1013,0.8,0.2,0.279417
94,-2.41121,-1.62019,-3.95511,0.8,0.2,-0.511606
94.5,-4.31945,-3.83076,-2.44346,0.8,0.2,-1.0003
95,2.83407,1.40108,7.16498,0.8,0.2,0.432699
95.5,-1.47838,-0.859215,-3.0958,0.8,0.2,-0.186462
96,-9.98736,-8.18038,-9.03491,0.8,0.2,-1.99344
96.5,1.50093,-0.634673,10.678,0.8,0.2,0.142162
97,-2.24274,-1.90691,-1.67914,0.8,0.2,-0.193667
97.5,-7.55876,-6.44776,-5.55502,0.8,0.2,-1.30467
98,8.95728,5.7458,16.0574,0.8,0.2,1.9068
98.5,6.1333,6.24648,-0.565907,0.8,0.2,1.79362
99,-3.35411,-1.25463,-10.4974,0.8,0.2,-0.305859
99.5,9.5489,7.3576,10.9565,0.8,0.2,1.88543
