time,predicted_position,filtered_position,position_error
28,0.613783,3.52764,10.3086
28.5,3.69587,8.19931,15.9321
29,9.04223,6.71864,-8.2203
29.5,7.21345,2.93435,-15.1385
30,2.78808,3.48641,2.47052
30.5,3.44476,2.4162,-3.6388
31,2.22045,1.62082,-2.12136
31.5,1.33524,6.15714,17.0588
32,6.59396,10.0613,12.2665
32.5,11.0175,6.10603,-17.3758
33,6.32649,0.688128,-19.9472
33.5,0.0638598,1.69085,5.75592
34,1.31033,3.25046,6.86375
34.5,3.16061,4.70016,5.44656
35,4.84095,5.04208,0.711549
35.5,5.21301,5.11536,-0.34546
36,5.27166,3.82229,-5.12754
36.5,3.76145,3.59997,-0.571295
37,3.51494,2.92174,-2.09858
37.5,2.74784,-0.125465,-10.1651
38,-0.729838,0.978042,6.04209
38.5,0.629538,1.18842,1.97718
39,0.923642,0.350839,-2.02645
39.5,0.00024882,2.80757,9.93165
40,2.87756,4.10008,4.32498
40.5,4.35322,-1.90907,-22.1546
41,-2.59412,-7.1717,-16.1944
41.5,-8.54255,-2.46019,21.518
42,-2.91979,1.3907,15.2495
42.5,1.57688,-0.425975,-7.08564
43,-0.53986,-0.287527,0.892696
43.5,-0.363608,-2.0005,-5.79095
44,-2.32181,-7.19403,-17.2368
44.5,-8.24528,-9.02359,-2.75345
45,-10.1914,-3.59187,23.3478
45.5,-3.771,-2.39402,4.87143
46,-2.36686,-4.72669,-8.34856
46.5,-5.05307,-4.39917,2.31336
47,-4.62758,-6.31888,-5.98343
47.5,-6.80068,-6.591,0.74181
48,-7.04138,-5.54676,5.28763
48.5,-5.77322,-6.89311,-3.96189
49,-7.28735,-8.50124,-4.29445
49.5,-9.07734,-4.6708,15.5893
50,-4.58673,-1.0748,12.4244
50.5,-0.464584,-5.01155,-16.0861
51,-5.08255,-5.57827,-1.75375
51.5,-5.72354,-5.6325,0.322077
52,-5.76412,-9.10744,-11.8279
52.5,-9.73995,-6.39619,11.8294
53,-6.52775,1.22741,27.436
53.5,2.2577,2.05298,-0.724252
54,3.05261,-3.40609,-22.8494
54.5,-3.37409,-4.10575,-2.58843
55,-4.18336,-2.97747,4.26614
55.5,-2.87442,-3.23634,-1.28039
56,-3.18752,1.17196,15.4228
56.5,1.87391,3.35375,5.23534
57,4.27741,1.1674,-11.0025
57.5,1.62513,-0.609974,-7.90727
58,-0.487106,1.13176,5.72719
58.5,1.49717,1.04765,-1.59028
59,1.34571,0.550891,-2.81189
59.5,0.729872,3.18426,8.68307
60,3.73095,2.55691,-4.15349
60.5,2.92771,4.0876,4.10342
61,4.63217,7.52027,10.2175
61.5,8.49753,5.75818,-9.69119
62,6.32504,0.976649,-18.9214
62.5,0.742225,0.953796,0.748488
63,0.751069,5.65623,17.3533
63.5,6.18838,6.60974,1.49065
64,7.20501,8.88512,5.94382
64.5,9.7321,9.77301,0.144718
65,10.6261,3.80808,-24.1207
65.5,3.63974,0.483129,-11.1674
66,-0.15813,4.1898,15.382
66.5,4.19993,8.86789,16.5142
67,9.57736,7.54263,-7.19841
67.5,7.94727,7.03187,-3.23846
68,7.29937,6.74122,-1.97462
68.5,6.92509,3.08185,-13.5965
69,2.68994,3.50395,2.8798
69.5,3.234,5.13663,6.73108
70,5.15172,4.45707,-2.45753
70.5,4.36809,3.11288,-4.44064
71,2.83585,5.00008,7.65655
71.5,5.04728,5.86286,2.88533
72,6.03226,2.89839,-11.0869
72.5,2.59827,2.05215,-1.93207
73,1.67021,-1.14316,-9.95308
73.5,-1.94659,-2.53236,-2.07233
74,-3.42354,2.4388,20.7396
74.5,2.4259,5.52894,10.9779
75,5.98093,1.82219,-14.7127
75.5,1.65113,-2.79864,-15.7423
76,-3.63635,-2.87828,2.68189
76.5,-3.60242,-5.49114,-6.68186
77,-6.49825,-4.26891,7.88689
77.5,-4.94202,2.28585,25.5706
78,2.6956,0.601036,-7.41009
78.5,0.696981,-5.43754,-21.7025
79,-6.26065,-6.22845,0.113915
79.5,-7.04674,-3.8736,11.2258
80,-4.2165,-6.09429,-6.64317
80.5,-6.71851,-6.12501,2.09965
81,-6.66032,-3.22734,12.1451
81.5,-3.24832,-5.29516,-7.24125
82,-5.6228,-4.9273,2.46053
82.5,-5.15074,-3.63824,5.35087
83,-3.63508,-6.18645,-9.02616
83.5,-6.56553,-8.88603,-8.20939
84,-9.61276,-7.73936,6.62766
84.5,-8.18542,-5.5678,9.26057
85,-5.62169,-4.10963,5.34932
85.5,-3.937,0.04702,14.0946
86,0.816528,-3.57175,-15.5247
86.5,-3.45968,-7.78685,-15.3086
87,-8.32307,-5.7557,9.08277
87.5,-5.90728,-0.978679,17.4363
88,-0.39187,-0.678686,-1.01469
88.5,-0.134848,-0.861749,-2.57161
89,-0.426813,1.33766,6.24231
89.5,2.03695,-2.98788,-17.7767
90,-3.0414,-6.90307,-13.6617
90.5,-7.53513,-1.6618,20.7785
91,-1.41394,0.877673,8.1072
91.5,1.46886,-0.63118,-7.42945
92,-0.354617,-0.627115,-0.964036
92.5,-0.391377,1.84331,7.9058
93,2.41384,2.04527,-1.3039
93.5,2.56059,0.895923,-5.88921
94,1.16184,0.626329,-1.89452
94.5,0.81202,-1.24827,-7.28883
95,-1.37124,2.11213,12.3234
95.5,2.51103,6.50818,14.141
96,7.50592,6.29568,-4.28155
96.5,7.1121,5.17928,-6.83786
97,5.70613,3.73487,-6.97389
97.5,3.96639,1.16118,-9.92418
98,0.972436,0.215948,-2.67628
98.5,-0.0861315,5.60255,20.1253
99,6.15273,10.2476,14.4867
99.5,11.4113,4.64469,-23.9386
