Time, Current Position, Running Average(7), Error, PI Output, Smoothed Output
88.4,16.2766,6.44803,-9.82859,-9.98755,-0.0452516
88.5,1.32231,2.55745,1.23514,1.08853,0.238194
88.6,27.5943,9.72254,-17.8718,-18.1971,-4.37063
88.7,-21.9273,4.30879,26.2361,26.1731,3.2653
88.8,16.581,6.52172,-10.0593,-10.2228,-0.106728
88.9,1.58111,2.73895,1.15784,1.00586,0.17142
89,27.067,9.785,-17.282,-17.6068,-4.27313
89.1,-21.6476,4.36726,26.0149,25.9502,3.28271
89.2,16.8757,6.58918,-10.2865,-10.4541,-0.151486
89.3,1.8133,2.90617,1.09287,0.936283,0.120457
89.4,26.5577,9.8326,-16.7251,-17.049,-4.1719
89.5,-21.3276,4.41709,25.7447,25.6783,3.29065
89.6,17.1549,6.64191,-10.5129,-10.6845,-0.203128
89.7,2.07687,3.0719,0.995026,0.833454,0.0560177
89.8,26.0321,9.88328,-16.1488,-16.4719,-4.07595
89.9,-21.0045,4.47182,25.4763,25.408,3.29504
90,17.4333,6.70326,-10.7301,-10.9057,-0.255144
90.1,2.30252,3.23822,0.935708,0.769467,0.00100899
90.2,25.5267,9.9317,-15.595,-15.9172,-3.97855
90.3,-20.7059,4.52303,25.2289,25.159,3.30584
90.4,17.6989,6.75475,-10.9442,-11.1235,-0.301499
90.5,2.61064,3.40883,0.798192,0.62683,-0.0694167
90.6,25.018,9.98346,-15.0345,-15.3562,-3.89111
90.7,-20.4052,4.57796,24.9831,24.9112,3.30948
90.8,17.9599,6.81473,-11.1452,-11.3285,-0.350016
90.9,2.88673,3.58044,0.693717,0.517327,-0.13318
91,24.498,10.0381,-14.4599,-14.7809,-3.79511
91.1,-20.1338,4.63347,24.7673,24.6939,3.32716
91.2,18.1709,6.85637,-11.3145,-11.501,-0.379884
91.3,3.21994,3.74237,0.522427,0.34119,-0.199616
91.4,23.964,10.0808,-13.8831,-14.2032,-3.70052
91.5,-19.806,4.68568,24.4917,24.4166,3.32875
91.6,18.4327,6.90653,-11.5261,-11.7165,-0.432569
91.7,3.53233,3.91143,0.379092,0.192469,-0.276309
91.8,23.4624,10.1395,-13.323,-13.6428,-3.61793
91.9,-19.5185,4.75525,24.2737,24.1966,3.33571
92,18.6434,6.95861,-11.6848,-11.8788,-0.467916
92.1,3.84609,4.08463,0.238536,0.0469591,-0.339197
92.2,22.9627,10.1944,-12.7682,-13.0875,-3.52627
92.3,-19.2118,4.81667,24.0284,23.9494,3.34266
92.4,18.8447,7.00416,-11.8406,-12.0379,-0.502492
92.5,4.15534,4.246,0.0906591,-0.105815,-0.403323
92.6,22.4633,10.2434,-12.2199,-12.5386,-3.43714
92.7,-18.9258,4.87638,23.8022,23.7215,3.35252
92.8,19.0261,7.04495,-11.9812,-12.1816,-0.531018
92.9,4.52526,4.41103,-0.114222,-0.315828,-0.477221
93,21.9555,10.2921,-11.6634,-11.9817,-3.35334
93.1,-18.5989,4.94298,23.5419,23.4591,3.34977
93.2,19.2015,7.09243,-12.1091,-12.313,-0.565913
93.3,4.8759,4.57994,-0.295963,-0.502834,-0.550143
93.4,21.4572,10.3489,-11.1082,-11.4262,-3.26916
93.5,-18.2895,5.01813,23.3076,23.2227,3.35382
93.6,19.3693,7.1387,-12.2306,-12.4378,-0.594078
93.7,5.23703,4.75035,-0.486681,-0.698731,-0.620241
93.8,20.962,10.4019,-10.5601,-10.8777,-3.18461
93.9,-18.0337,5.0826,23.1163,23.0298,3.36899
94,19.5413,7.17766,-12.3637,-12.5738,-0.616709
94.1,5.54646,4.9047,-0.641754,-0.858297,-0.677106
94.2,20.4724,10.4421,-10.0303,-10.3471,-3.09461
94.3,-17.7251,5.14292,22.868,22.7798,3.374
94.4,19.667,7.20435,-12.4627,-12.6755,-0.638366
94.5,5.92814,5.05666,-0.87148,-1.09299,-0.752021
94.6,20.0126,10.4918,-9.52078,-9.83749,-3.02339
94.7,-17.4537,5.20684,22.6605,22.5704,3.37506
94.8,19.8155,7.24528,-12.5703,-12.7861,-0.665223
94.9,6.31268,5.22247,-1.09022,-1.31693,-0.82815
95,19.5516,10.5477,-9.00387,-9.32062,-2.95127
95.1,-17.1328,5.29058,22.4234,22.3309,3.36927
95.2,19.913,7.28841,-12.6246,-12.8433,-0.683877
95.3,6.70078,5.38672,-1.31406,-1.54597,-0.8994
95.4,19.0887,10.6071,-8.48163,-8.79835,-2.87414
95.5,-16.8652,5.36694,22.2322,22.1378,3.37885
95.6,20.0299,7.32655,-12.7034,-12.9248,-0.697063
95.7,7.12634,5.55152,-1.57482,-1.812,-0.975798
95.8,18.6113,10.6578,-7.95351,-8.27023,-2.79941
95.9,-16.5686,5.44618,22.0147,21.9182,3.37999
96,20.1113,7.36197,-12.7494,-12.9734,-0.708364
96.1,7.49159,5.70524,-1.78635,-2.02828,-1.03834
96.2,18.186,10.7126,-7.4734,-7.79006,-2.72627
96.3,-16.2897,5.52405,21.8137,21.7152,3.3841
96.4,20.2094,7.39306,-12.8164,-13.0431,-0.722693
96.5,7.88622,5.8609,-2.02532,-2.27226,-1.11008
96.6,17.7584,10.7647,-6.99364,-7.31051,-2.66019
96.7,-16.0249,5.60243,21.6273,21.5267,3.38654
96.8,20.2652,7.42722,-12.8379,-13.0669,-0.726824
96.9,8.31812,6.01753,-2.30059,-2.55258,-1.18326
97,17.3343,10.821,-6.51336,-6.83048,-2.59507
97.1,-15.734,5.68618,21.4202,21.3173,3.38301
97.2,20.3256,7.46323,-12.8623,-13.0939,-0.736205
97.3,8.76194,6.17803,-2.58391,-2.8413,-1.26248
97.4,16.9026,10.882,-6.02065,-6.33824,-2.53142
97.5,-15.4707,5.77684,21.2475,21.1424,3.38703
97.6,20.3699,7.49853,-12.8714,-13.1052,-0.736037
97.7,9.18056,6.33371,-2.84685,-3.10915,-1.32931
97.8,16.4933,10.9376,-5.55567,-5.87352,-2.46537
97.9,-15.2156,5.8603,21.0759,20.9688,3.39317
98,20.4228,7.52613,-12.8966,-13.1327,-0.738299
98.1,9.54939,6.47568,-3.07371,-3.34051,-1.38885
98.2,16.1154,10.988,-5.12746,-5.44553,-2.40302
98.3,-14.9394,5.94379,20.8831,20.7739,3.39121
98.4,20.438,7.552,-12.886,-13.1241,-0.737628
98.5,10.024,6.62781,-3.39618,-3.66824,-1.47028
98.6,15.7645,11.0535,-4.71096,-5.03013,-2.36024
98.7,-14.6882,6.03769,20.7259,20.614,3.38331
98.8,20.4636,7.59686,-12.8667,-13.1073,-0.739343
98.9,10.4604,6.78899,-3.67142,-3.94871,-1.54169
99,15.3759,11.1197,-4.25617,-4.57603,-2.30027
99.1,-14.3902,6.14428,20.5345,20.42,3.3798
99.2,20.4474,7.63334,-12.8141,-13.0567,-0.729334
99.3,10.9015,6.93863,-3.96288,-4.24516,-1.60829
99.4,15.024,11.1832,-3.84074,-4.16143,-2.24658
99.5,-14.1633,6.23652,20.3999,20.2832,3.38586
99.6,20.4417,7.66242,-12.7793,-13.0238,-0.71655
99.7,11.3559,7.08814,-4.26779,-4.55495,-1.67615
99.8,14.662,11.2385,-3.42357,-3.74496,-2.19335
99.9,-13.9065,6.33075,20.2373,20.1183,3.38455
