Time, Current Position, Running Average(7), Error, PI Output, Smoothed Output
88.2,28.0619,9.6676,-18.3943,-18.7201,-4.45788
88.3,-22.2538,4.25388,26.5077,26.447,3.26834
88.4,16.2739,6.44785,-9.82602,-9.98497,-0.0449857
88.5,1.32072,2.55683,1.23611,1.08952,0.238641
88.6,27.5956,9.72204,-17.8736,-18.1989,-4.37074
88.7,-21.9252,4.30901,26.2342,26.1712,3.26476
88.8,16.579,6.52173,-10.0573,-10.2208,-0.106636
88.9,1.58195,2.73887,1.15693,1.00494,0.171259
89,27.0691,9.785,-17.2841,-17.6089,-4.27379
89.1,-21.648,4.36759,26.0156,25.9509,3.2824
89.2,16.8731,6.58935,-10.2837,-10.4512,-0.15101
89.3,1.81536,2.90646,1.0911,0.93451,0.12037
89.4,26.5578,9.83261,-16.7252,-17.0491,-4.17199
89.5,-21.3274,4.41742,25.7448,25.6784,3.29061
89.6,17.1529,6.64184,-10.5111,-10.6826,-0.202689
89.7,2.078,3.07168,0.993686,0.832114,0.0560116
89.8,26.0334,9.88332,-16.1501,-16.4732,-4.07628
89.9,-21.0026,4.47251,25.4751,25.4067,3.29447
90,17.4343,6.70379,-10.7305,-10.9061,-0.255679
90.1,2.304,3.23895,0.934957,0.76868,0.000410751
90.2,25.5297,9.93283,-15.5969,-15.9192,-3.97948
90.3,-20.7053,4.52452,25.2298,25.1598,3.30535
90.4,17.6976,6.75589,-10.9417,-11.121,-0.301251
90.5,2.60962,3.40963,0.800014,0.628649,-0.0687759
90.6,25.0178,9.98397,-15.0339,-15.3556,-3.89047
90.7,-20.4035,4.57857,24.9821,24.9102,3.30969
90.8,17.9605,6.81521,-11.1452,-11.3286,-0.349876
90.9,2.8872,3.58056,0.693354,0.516952,-0.133169
91,24.4979,10.0382,-14.4597,-14.7807,-3.79506
91.1,-20.1316,4.63399,24.7656,24.6922,3.32676
91.2,18.1691,6.85677,-11.3124,-11.4988,-0.379636
91.3,3.2202,3.74283,0.522629,0.341389,-0.19938
91.4,23.9632,10.0809,-13.8823,-14.2024,-3.70012
91.5,-19.8065,4.68565,24.4922,24.417,3.32917
91.6,18.4287,6.90586,-11.5228,-11.7132,-0.431425
91.7,3.53309,3.91089,0.377794,0.191202,-0.275769
91.8,23.462,10.1385,-13.3235,-13.6433,-3.61765
91.9,-19.5178,4.7547,24.2725,24.1954,3.33561
92,18.6391,6.95739,-11.6817,-11.8756,-0.46719
92.1,3.84274,4.08304,0.240301,0.0487853,-0.338196
92.2,22.9616,10.1928,-12.7689,-13.0881,-3.52566
92.3,-19.213,4.81539,24.0284,23.9495,3.34312
92.4,18.841,7.00223,-11.8387,-12.0361,-0.501675
92.5,4.15252,4.24374,0.0912113,-0.105185,-0.402552
92.6,22.465,10.2413,-12.2238,-12.5424,-3.43751
92.7,-18.9219,4.87543,23.7973,23.7167,3.35103
92.8,19.0238,7.04416,-11.9797,-12.1801,-0.531758
92.9,4.52552,4.41043,-0.115087,-0.316695,-0.477992
93,21.9568,10.2918,-11.665,-11.9832,-3.3543
93.1,-18.6002,4.9431,23.5433,23.4604,3.34938
93.2,19.1976,7.09239,-12.1052,-12.3091,-0.565231
93.3,4.87215,4.57912,-0.29303,-0.499838,-0.548883
93.4,21.4595,10.3479,-11.1116,-11.4295,-3.26904
93.5,-18.2919,5.01708,23.3089,23.2241,3.35424
93.6,19.3683,7.13747,-12.2308,-12.4379,-0.593807
93.7,5.23635,4.74883,-0.487519,-0.699536,-0.620239
93.8,20.965,10.401,-10.564,-10.8816,-3.18559
93.9,-18.0362,5.08188,23.1181,23.0316,3.36871
94,19.5405,7.17737,-12.3632,-12.5733,-0.616786
94.1,5.54447,4.90379,-0.640674,-0.857188,-0.676887
94.2,20.4759,10.442,-10.0339,-10.3507,-3.09535
94.3,-17.7232,5.14327,22.8664,22.7782,3.37305
94.4,19.6647,7.20446,-12.4602,-12.673,-0.638469
94.5,5.92902,5.05647,-0.872554,-1.09407,-0.752369
94.6,20.012,10.4919,-9.52009,-9.8368,-3.02348
94.7,-17.4487,5.20775,22.6565,22.5663,3.37398
94.8,19.8124,7.24603,-12.5664,-12.7822,-0.665074
94.9,6.31339,5.22281,-1.09059,-1.31731,-0.828132
95,19.5533,10.548,-9.00531,-9.32209,-2.95162
95.1,-17.1345,5.291,22.4255,22.3329,3.36952
95.2,19.911,7.28843,-12.6226,-12.8414,-0.683198
95.3,6.70169,5.38695,-1.31474,-1.54663,-0.899056
95.4,19.0888,10.6066,-8.48224,-8.79896,-2.87403
95.5,-16.8635,5.36719,22.2307,22.1363,3.37854
95.6,20.026,7.32613,-12.6999,-12.9213,-0.69641
95.7,7.12682,5.55092,-1.5759,-1.81307,-0.975574
95.8,18.612,10.6576,-7.95442,-8.27113,-2.79946
95.9,-16.5664,5.44649,22.0129,21.9163,3.37948
96,20.1099,7.36195,-12.7479,-12.972,-0.708392
96.1,7.48905,5.70483,-1.78422,-2.02612,-1.03782
96.2,18.1876,10.7121,-7.4755,-7.79216,-2.72641
96.3,-16.2889,5.5243,21.8132,21.7147,3.38386
96.4,20.2063,7.39279,-12.8135,-13.0402,-0.722146
96.5,7.88721,5.86069,-2.02652,-2.27345,-1.10997
96.6,17.7576,10.7641,-6.99348,-7.31035,-2.66007
96.7,-16.0233,5.60223,21.6255,21.5249,3.38618
96.8,20.2618,7.4269,-12.8349,-13.0638,-0.726321
96.9,8.31686,6.01679,-2.30007,-2.55203,-1.18275
97,17.3345,10.8201,-6.51437,-6.83147,-2.59493
97.1,-15.7355,5.68559,21.4211,21.3182,3.38335
97.2,20.3254,7.46247,-12.8629,-13.0944,-0.73609
97.3,8.76203,6.17739,-2.58464,-2.842,-1.26257
97.4,16.9041,10.8813,-6.0228,-6.34039,-2.53202
97.5,-15.4673,5.77715,21.2445,21.1393,3.38581
97.6,20.3674,7.49865,-12.8687,-13.1026,-0.736282
97.7,9.18271,6.33411,-2.8486,-3.11092,-1.32994
97.8,16.4978,10.9389,-5.55892,-5.87683,-2.46666
97.9,-15.2138,5.86184,21.0756,20.9685,3.39212
98,20.4189,7.52711,-12.8918,-13.1278,-0.737872
98.1,9.54646,6.47602,-3.07044,-3.33722,-1.38771
98.2,16.1175,10.9881,-5.12939,-5.44746,-2.40265
98.3,-14.9377,5.94455,20.8823,20.773,3.39128
98.4,20.4362,7.55218,-12.884,-13.1221,-0.737058
98.5,10.025,6.6275,-3.39752,-3.66958,-1.47019
98.6,15.7636,11.0528,-4.71077,-5.02994,-2.36013
98.7,-14.6862,6.03783,20.724,20.6121,3.38293
98.8,20.4634,7.5974,-12.866,-13.1066,-0.739452
98.9,10.4581,6.78891,-3.66918,-3.94646,-1.5412
99,15.375,11.1193,-4.25567,-4.57551,-2.29978
99.1,-14.3898,6.14416,20.5339,20.4194,3.38002
99.2,20.4456,7.63281,-12.8128,-13.0554,-0.728832
99.3,10.9033,6.93848,-3.96484,-4.24712,-1.6084
99.4,15.0233,11.1827,-3.84064,-4.16132,-2.24663
99.5,-14.1637,6.23597,20.3997,20.283,3.38578
99.6,20.4343,7.66115,-12.7732,-13.0176,-0.71507
99.7,11.3585,7.08736,-4.27109,-4.55822,-1.67586
99.8,14.665,11.2381,-3.42698,-3.74838,-2.19399
99.9,-13.9046,6.33088,20.2355,20.1165,3.38363
