time, running_average(5), position_error, PI_output, smoothed_output, total_output
28.5,0.510899,-4.53833,-4.6138,-2.257,6.8708
29,4.00117,-7.12395,-7.27065,-3.51041,10.7811
29.5,1.77221,11.3563,11.3232,0.197981,-11.5211
30,0.96912,14.1477,14.256,3.71248,-17.9685
30.5,-1.03894,-2.43251,-2.3485,2.19724,0.151264
31,-4.29145,6.92186,7.07508,3.4167,-10.4918
31.5,-4.73878,-13.6272,-13.6103,-0.840047,14.4503
32,-1.05297,-9.89794,-9.97997,-3.12503,13.105
32.5,1.42649,2.20773,2.14779,-1.80682,-0.340963
33,1.43037,0.0173845,-0.0423886,-1.36571,1.4081
33.5,4.2902,1.20435,1.15662,-0.735131,-0.421489
34,4.05041,-3.63907,-3.72319,-1.48214,5.20533
34.5,2.07773,3.09617,3.04301,-0.350856,-2.69215
35,1.19636,6.38444,6.39513,1.33564,-7.73077
35.5,-0.115382,5.03033,5.09132,2.27456,-7.36588
36,-4.81549,15.5992,15.8162,5.65997,-21.4762
36.5,-6.91213,-4.11842,-3.94263,3.25932,0.683308
37,-5.45395,-11.7264,-11.6679,-0.472477,12.1403
37.5,-2.20456,-13.2634,-13.3375,-3.68874,17.0263
38,0.410949,-7.5209,-7.67021,-4.68411,12.3543
38.5,6.62944,-4.0483,-4.23809,-4.5726,8.8107
39,7.97156,4.05465,3.9054,-2.4531,-1.4523
39.5,5.267,12.5174,12.4933,1.2835,-13.7768
40,3.41288,1.6246,1.61677,1.36682,-2.98359
40.5,0.269745,8.05358,8.12628,3.05668,-11.183
41,-4.11762,7.14147,7.2856,4.11391,-11.3995
41.5,-7.72732,6.40427,6.61244,4.73854,-11.351
42,-5.92218,-7.69751,-7.56632,1.66233,5.90399
42.5,-6.72601,-4.49513,-4.40889,0.144523,4.26437
43,-2.77545,-14.7444,-14.8056,-3.59302,18.3986
43.5,2.62235,-13.1076,-13.2999,-6.01973,19.3196
44,7.81432,-4.01392,-4.24634,-5.57638,9.82272
44.5,7.82761,5.98582,5.81326,-2.72897,-3.08428
45,7.47,11.489,11.4313,0.811094,-12.2424
45.5,5.17075,4.69801,4.68732,1.78015,-6.46747
46,-1.8899,17.6834,17.8495,5.7975,-23.647
46.5,-5.22672,-0.370849,-0.208415,4.29602,-4.0876
47,-7.10052,0.4267,0.593401,3.37036,-3.96376
47.5,-7.04412,-3.30718,-3.17355,1.73439,1.43916
48,-6.07299,-11.4014,-11.3817,-1.54465,12.9264
48.5,0.274799,-11.8909,-11.9901,-4.15602,16.1462
49,3.64665,-8.35673,-8.53959,-5.25191,13.7915
49.5,6.26389,0.704894,0.529082,-3.80666,3.27758
50,7.93469,3.31763,3.175,-2.06125,-1.11375
50.5,7.44687,4.55763,4.46057,-0.430795,-4.02977
51,2.67864,14.3541,14.4006,3.27705,-17.6776
51.5,-2.3558,10.813,10.9676,5.1997,-16.1673
52,-3.83952,-1.97989,-1.84508,3.4385,-1.59343
52.5,-8.5191,10.2617,10.4992,5.20367,-15.7028
53,-7.83787,-14.1333,-14.0372,0.39346,13.6437
53.5,-3.72182,-12.6266,-12.6568,-2.8691,15.5259
54,0.856967,-8.86815,-8.987,-4.39857,13.3856
54.5,3.17118,-6.54025,-6.7245,-4.98006,11.7046
55,6.91952,6.95865,6.84398,-2.02405,-4.81994
55.5,6.70903,1.46609,1.36609,-1.17651,-0.189576
56,3.13635,12.095,12.1159,2.14659,-14.2625
56.5,0.495049,3.97643,4.03713,2.61923,-6.65636
57,-0.850251,-3.83518,-3.81282,1.01122,2.8016
57.5,-3.85714,11.2165,11.351,3.59615,-14.9471
58,-5.99446,-0.550821,-0.421807,2.59166,-2.16986
58.5,-3.43351,-7.27966,-7.22344,0.137888,7.08555
59,-2.50952,-3.64808,-3.62834,-0.80367,4.43201
59.5,-0.466586,-13.6662,-13.7831,-4.04853,17.8316
60,3.92838,-2.97286,-3.11951,-3.81627,6.93579
60.5,5.80031,1.88432,1.75651,-2.42308,0.666573
61,2.5938,14.7802,14.8002,1.88273,-16.6829
61.5,1.22541,6.92883,7.01811,3.16658,-10.1847
62,-1.16555,-2.41036,-2.34518,1.78864,0.556543
62.5,-2.55445,-2.5112,-2.47113,0.723694,1.74744
63,-3.28742,-3.53855,-3.53387,-0.340698,3.87457
63.5,0.191051,-5.01495,-5.06042,-1.52063,6.58104
64,0.249813,5.65943,5.67055,0.277167,-5.94772
64.5,-1.08396,4.3401,4.39462,1.30653,-5.70115
65,1.70624,-12.2015,-12.269,-2.08735,14.3564
65.5,1.34448,2.90215,2.86368,-0.849595,-2.01409
66,1.22824,-3.39656,-3.46899,-1.50444,4.97344
66.5,-0.150095,12.1512,12.2003,1.92174,-14.122
67,0.446267,2.88851,2.96647,2.18292,-5.1494
67.5,-4.09882,4.71888,4.84403,2.8482,-7.69223
68,-3.13594,-6.39271,-6.33148,0.553278,5.77821
68.5,0.0146942,-20.3633,-20.5057,-4.71146,25.2171
69,2.30853,3.14066,3.02965,-2.77618,-0.253474
69.5,3.68424,-0.752052,-0.870575,-2.29978,3.17035
70,3.84472,11.86,11.8601,1.24019,-13.1003
70.5,3.00968,3.92811,3.96747,1.92201,-5.88947
71,-2.79204,5.83862,5.93636,2.9256,-8.86196
71.5,-2.20257,-4.31782,-4.26325,1.12838,3.13486
72,-2.95933,-3.61181,-3.59337,-0.052053,3.64542
72.5,-3.94454,8.99681,9.10522,2.23727,-11.3425
73,-3.79578,-3.62116,-3.54895,0.790712,2.75824
73.5,-0.573283,-8.05511,-8.06346,-1.42283,9.48629
74,1.09018,-9.34237,-9.44414,-3.42816,12.8723
74.5,3.51756,-9.27186,-9.46635,-4.93771,14.4041
75,7.66269,-0.121575,-0.31728,-3.7826,4.09988
75.5,6.56941,12.2104,12.1368,0.197259,-12.3341
76,1.97039,17.4836,17.5849,4.54416,-22.129
76.5,-2.31951,8.69745,8.88566,5.62954,-14.5152
77,-4.97393,-4.49123,-4.34793,3.13517,1.21276
77.5,-8.24371,0.3209,0.467407,2.46823,-2.93564
78,-6.53579,-9.43436,-9.3822,-0.494377,9.87658
78.5,-2.17601,-8.46167,-8.49412,-2.49431,10.9884
79,0.361442,-1.30884,-1.35438,-2.20933,3.56371
79.5,2.47939,-7.62766,-7.74948,-3.59437,11.3438
80,7.68421,-9.77524,-9.99481,-5.19448,15.1893
80.5,7.57884,5.20707,5.03957,-2.63597,-2.4036
81,5.80283,8.39725,8.31372,0.101454,-8.41517
81.5,2.73091,16.4202,16.5009,4.20131,-20.7022
82,-1.81415,10.8041,10.9928,5.89919,-16.892
82.5,-7.74677,4.4569,4.69019,5.59694,-10.2871
83,-9.94077,-1.34256,-1.1227,3.91703,-2.79433
83.5,-6.12911,-22.593,-22.5991,-2.712,25.3111
84,-4.17533,-0.25492,-0.263541,-2.09989,2.36343
84.5,1.09868,-12.6531,-12.7882,-4.77198,17.5602
85,6.17346,-6.99676,-7.20188,-5.37945,12.5813
85.5,8.66239,4.81595,4.65899,-2.86984,-1.78915
86,6.13949,2.29008,2.15602,-1.61338,-0.54265
86.5,6.11228,10.1687,10.1364,1.32406,-11.4604
87,1.67473,10.1107,10.1794,3.5379,-13.7173
87.5,-4.0678,11.4746,11.6581,5.56795,-17.226
88,-6.95547,3.63645,3.8563,5.14004,-8.99633
88.5,-7.64847,-8.03288,-7.89336,1.88169,6.01167
89,-6.56077,-7.94281,-7.88272,-0.559415,8.44214
89.5,-4.51092,-6.32419,-6.32734,-2.0014,8.32874
90,2.40338,-16.6257,-16.7951,-5.69983,22.4949
90.5,4.57354,4.31465,4.18838,-3.22777,-0.96061
91,6.20015,-2.31729,-2.46673,-3.03751,5.50424
91.5,6.24756,4.62843,4.52528,-1.14681,-3.37847
92,4.0859,13.081,13.1086,2.41704,-15.5257
92.5,-1.48619,7.34516,7.44627,3.67435,-11.1206
93,-4.02287,8.40166,8.58679,4.90246,-13.4892
93.5,-4.96923,-8.75487,-8.65729,1.51252,7.14477
94,-6.68454,0.272845,0.373151,1.22768,-1.60083
94.5,-4.1175,-7.9576,-7.93687,-1.06346,9.00033
95,-0.787379,-8.60666,-8.672,-2.96559,11.6376
95.5,2.49445,-1.49017,-1.57041,-2.6168,4.18721
96,2.36787,-0.784863,-0.87295,-2.18084,3.05379
96.5,5.90038,-4.80478,-4.94091,-2.87085,7.81176
97,4.89484,6.08244,6.00713,-0.651358,-5.35578
97.5,1.30351,11.4409,11.48,2.38147,-13.8614
98,-0.810487,5.77489,5.87174,3.25404,-9.12577
98.5,-2.57836,3.10829,3.23622,3.24958,-6.4858
99,-5.08697,-3.2491,-3.15367,1.64877,1.50489
99.5,-3.9002,-8.64644,-8.63747,-0.922789,9.56025
