time,measured_position,estimated_position, error, L1, L2, estimated_velocity
57,2.98492,-0.0608854,6.09162,0.5,0.1,-0.13215
57.5,-15.0736,-7.60028,-14.9466,0.5,0.1,-1.62681
58,-5.44364,-6.92866,2.97005,0.5,0.1,-1.32981
58.5,3.84615,-1.87371,11.4397,0.5,0.1,-0.185837
59,1.13856,-0.414033,3.10519,0.5,0.1,0.124681
59.5,13.1996,6.42395,13.5513,0.5,0.1,1.47981
60,6.90124,7.03255,-0.262614,0.5,0.1,1.45355
60.5,3.91599,5.83766,-3.84333,0.5,0.1,1.06922
61,-12.1864,-2.90705,-18.5586,0.5,0.1,-0.786648
61.5,-5.70342,-4.5019,-2.40305,0.5,0.1,-1.02695
62,1.2448,-1.88529,6.26018,0.5,0.1,-0.400935
62.5,-0.0432525,-1.0645,2.0425,0.5,0.1,-0.196685
63,0.251131,-0.455857,1.41398,0.5,0.1,-0.055287
63.5,5.206,2.36125,5.6895,0.5,0.1,0.513663
64,-5.40962,-1.39577,-8.02769,0.5,0.1,-0.289107
64.5,-5.42406,-3.48219,-3.88374,0.5,0.1,-0.67748
65,13.9078,5.04341,17.7287,0.5,0.1,1.09539
65.5,-1.55767,2.01672,-7.14878,0.5,0.1,0.38051
66,4.6248,3.41589,2.41783,0.5,0.1,0.622293
66.5,-12.3013,-4.28714,-16.0283,0.5,0.1,-0.980541
67,-2.44225,-3.60983,2.33516,0.5,0.1,-0.747025
67.5,-8.8177,-6.40052,-4.83437,0.5,0.1,-1.23046
68,3.25677,-1.87949,10.2725,0.5,0.1,-0.203209
68.5,20.378,9.19843,22.359,0.5,0.1,2.0327
69,-0.832127,4.69133,-11.0469,0.5,0.1,0.928005
69.5,4.43629,4.79581,-0.71904,0.5,0.1,0.856101
70,-8.01529,-1.39572,-13.2392,0.5,0.1,-0.467814
70.5,-0.91843,-1.27403,0.711194,0.5,0.1,-0.396694
71,-8.63066,-5.05152,-7.15829,0.5,0.1,-1.11252
71.5,2.11525,-1.74627,7.72303,0.5,0.1,-0.340221
72,0.652483,-0.631947,2.56886,0.5,0.1,-0.0833347
72.5,-12.9413,-6.80748,-12.2677,0.5,0.1,-1.31011
73,-0.174626,-3.81858,7.28791,0.5,0.1,-0.581317
73.5,7.48183,1.6863,11.5911,0.5,0.1,0.57779
74,10.4325,6.20387,8.45735,0.5,0.1,1.42353
74.5,12.7894,9.85253,5.8738,0.5,0.1,2.0109
75,7.78426,9.32112,-3.07372,0.5,0.1,1.70353
75.5,-5.64103,2.26593,-15.8139,0.5,0.1,0.122142
76,-15.5132,-6.59312,-17.8402,0.5,0.1,-1.66188
76.5,-11.017,-9.22051,-3.5929,0.5,0.1,-2.02117
77,-0.482707,-5.3569,9.74839,0.5,0.1,-1.04633
77.5,-8.56461,-7.22234,-2.68454,0.5,0.1,-1.31479
78,2.89858,-2.49058,10.7783,0.5,0.1,-0.236957
78.5,6.28566,1.8383,8.89472,0.5,0.1,0.652515
79,1.67028,1.91742,-0.494276,0.5,0.1,0.603087
79.5,10.1071,6.16301,7.88809,0.5,0.1,1.3919
80,17.4594,12.1592,10.6005,0.5,0.1,2.45195
80.5,2.37178,7.87848,-11.0134,0.5,0.1,1.35061
81,-2.59442,2.97968,-11.1482,0.5,0.1,0.235786
81.5,-13.6893,-5.29587,-16.7869,0.5,0.1,-1.4429
82,-12.6182,-9.31778,-6.60092,0.5,0.1,-2.103
82.5,-12.2037,-11.2865,-1.8344,0.5,0.1,-2.28644
83,-8.59822,-10.514,3.83148,0.5,0.1,-1.90329
83.5,16.4639,2.49916,27.9295,0.5,0.1,0.889664
84,-3.92041,-0.488208,-6.8644,0.5,0.1,0.203225
84.5,13.7518,6.68259,14.1384,0.5,0.1,1.61706
85,13.1702,10.3307,5.6791,0.5,0.1,2.18497
85.5,3.84644,7.6348,-7.57671,0.5,0.1,1.4273
86,3.8494,6.09893,-4.49905,0.5,0.1,0.977396
86.5,-4.05644,1.26559,-10.6441,0.5,0.1,-0.087011
87,-8.43597,-3.60694,-9.65805,0.5,0.1,-1.05282
87.5,-15.5424,-9.83788,-11.4091,0.5,0.1,-2.19372
88,-10.5919,-10.7633,0.342823,0.5,0.1,-2.15944
88.5,0.384409,-5.72932,12.2275,0.5,0.1,-0.936694
89,1.38204,-2.40781,7.57971,0.5,0.1,-0.178723
89.5,1.81327,-0.341954,4.31044,0.5,0.1,0.252321
90,19.0291,9.40665,19.2449,0.5,0.1,2.17681
90.5,0.258893,5.37697,-10.2362,0.5,0.1,1.15319
91,8.51744,7.2355,2.56387,0.5,0.1,1.40958
91.5,1.61913,4.77971,-6.32116,0.5,0.1,0.777463
92,-8.99506,-1.91331,-14.1635,0.5,0.1,-0.638887
92.5,-8.83134,-5.53205,-6.59859,0.5,0.1,-1.29875
93,-12.4245,-9.30298,-6.24311,0.5,0.1,-1.92306
93.5,3.78564,-3.23943,14.0501,0.5,0.1,-0.518043
94,-6.95738,-5.22792,-3.45893,0.5,0.1,-0.863935
94.5,3.8401,-0.909895,9.49998,0.5,0.1,0.0860626
95,7.81928,3.47621,8.68615,0.5,0.1,0.954677
95.5,3.98463,3.96909,0.0310769,0.5,0.1,0.957785
96,3.15273,3.80036,-1.29524,0.5,0.1,0.828261
96.5,10.7052,7.45982,6.49067,0.5,0.1,1.47733
97,-1.1876,3.50544,-9.38609,0.5,0.1,0.538718
97.5,-10.1373,-3.18127,-13.9121,0.5,0.1,-0.852496
98,-6.58538,-5.09645,-2.97786,0.5,0.1,-1.15028
98.5,-5.68665,-5.67912,-0.0150642,0.5,0.1,-1.15179
99,-1.83786,-4.04644,4.41715,0.5,0.1,-0.710073
99.5,4.74624,0.172382,9.14772,0.5,0.1,0.204699
