time,angle0,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10,angle11,angle12,angle13,angle14,angle15,angle16,angle17,angle18,angle19,angle20,angle21,angle22,angle23,angle24,distance
32.7000,-1.6269,-1.5626,-2.8630,-1.3381,-1.2480,2.9798,2.0593,1.1601,0.5194,2.1960,3.0110,-0.6181,1.3215,-3.0441,2.2579,-2.8511,-2.2944,-2.1150,-2.8079,-1.3903,-1.6937,-0.5442,1.7398,-2.2787,0.3260,23.2275
32.8000,-1.8288,-1.6680,-3.0311,-1.1390,-1.3328,2.8652,2.0836,1.3352,0.7367,2.2086,-3.1230,-0.7612,1.4878,3.0906,2.1666,-2.6271,-2.0291,-2.2867,-2.7337,-1.1601,-1.9228,-0.6407,1.9181,-2.2752,0.3046,27.2643
32.9000,-2.0307,-1.7733,3.0839,-0.9399,-1.4176,2.7506,2.1078,1.5103,0.9541,2.2212,-2.9739,-0.9042,1.6541,2.9421,2.0753,-2.4031,-1.7638,-2.4584,-2.6595,-0.9300,-2.1520,-0.7371,2.0963,-2.2716,0.2833,31.3553
33.0000,-2.2326,-1.8787,2.9158,-0.7407,-1.5023,2.6361,2.1320,1.6853,1.1714,2.2337,-2.8247,-1.0473,1.8204,2.7936,1.9840,-2.1791,-1.4984,-2.6301,-2.5853,-0.6998,-2.3812,-0.8336,2.2746,-2.2680,0.2619,35.3359
33.1000,-2.4345,-1.9840,2.7477,-0.5416,-1.5871,2.5215,2.1563,1.8604,1.3887,2.2463,-2.6756,-1.1903,1.9867,2.6451,1.8927,-1.9551,-1.2331,-2.8017,-2.5111,-0.4697,-2.6104,-0.9301,2.4529,-2.2645,0.2406,39.0586
33.2000,-2.6363,-2.0894,2.5796,-0.3425,-1.6719,2.4069,2.1805,2.0354,1.6061,2.2589,-2.5265,-1.3334,2.1530,2.4966,1.8014,-1.7311,-0.9678,-2.9734,-2.4369,-0.2395,-2.8396,-1.0265,2.6311,-2.2609,0.2192,42.3810
33.3000,-2.8382,-2.1947,2.4115,-0.1434,-1.7566,2.2923,2.2047,2.2105,1.8234,2.2714,-2.3773,-1.4764,2.3193,2.3481,1.7101,-1.5070,-0.7024,3.1381,-2.3626,-0.0094,-3.0688,-1.1230,2.8094,-2.2573,0.1979,45.1615
33.4000,-3.0401,-2.3001,2.2433,0.0557,-1.8414,2.1777,2.2289,2.3856,2.0408,2.2840,-2.2282,-1.6195,2.4856,2.1996,1.6189,-1.2830,-0.4371,2.9664,-2.2884,0.2208,2.9852,-1.2195,2.9877,-2.2538,0.1765,47.2596
33.5000,3.0412,-2.4054,2.0752,0.2548,-1.9262,2.0631,2.2532,2.5606,2.2581,2.2966,-2.0790,-1.7625,2.6519,2.0511,1.5276,-1.0590,-0.1718,2.7947,-2.2142,0.4509,2.7560,-1.3159,-3.1173,-2.2502,0.1552,48.5409
33.6000,2.8393,-2.5108,1.9071,0.4539,-2.0110,1.9485,2.2774,2.7357,2.4755,2.3092,-1.9299,-1.9056,2.8182,1.9026,1.4363,-0.8350,0.0935,2.6231,-2.1400,0.6811,2.5268,-1.4124,-2.9390,-2.2466,0.1338,48.8836
33.7000,2.6374,-2.6161,1.7390,0.6530,-2.0957,1.8339,2.3016,2.9107,2.6928,2.3217,-1.7808,-2.0486,2.9845,1.7541,1.3450,-0.6110,0.3589,2.4514,-2.0658,0.9112,2.2976,-1.5089,-2.7607,-2.2430,0.1125,48.1871
33.8000,2.4356,-2.7215,1.5709,0.8521,-2.1805,1.7194,2.3259,3.0858,2.9101,2.3343,-1.6316,-2.1917,-3.1324,1.6056,1.2537,-0.3870,0.6242,2.2797,-1.9916,1.1414,2.0685,-1.6053,-2.5825,-2.2395,0.0911,46.3805
33.9000,2.2337,-2.8268,1.4028,1.0512,-2.2653,1.6048,2.3501,-3.0223,3.1275,2.3469,-1.4825,-2.3347,-2.9661,1.4571,1.1624,-0.1630,0.8895,2.1080,-1.9173,1.3715,1.8393,-1.7018,-2.4042,-2.2359,0.0698,43.4300
34.0000,2.0318,-2.9322,1.2346,1.2503,-2.3500,1.4902,2.3743,-2.8473,-2.9383,2.3594,-1.3334,-2.4778,-2.7998,1.3086,1.0711,0.0610,1.1549,1.9364,-1.8431,1.6017,1.6101,-1.7982,-2.2259,-2.2323,0.0485,39.3456
34.1000,1.8299,-3.0375,1.0665,1.4494,-2.4348,1.3756,2.3985,-2.6722,-2.7210,2.3720,-1.1842,-2.6208,-2.6335,1.1601,0.9798,0.2850,1.4202,1.7647,-1.7689,1.8318,1.3809,-1.8947,-2.0477,-2.2288,0.0271,34.1850
34.2000,1.6281,3.1403,0.8984,1.6485,-2.5196,1.2610,2.4228,-2.4972,-2.5037,2.3846,-1.0351,-2.7638,-2.4672,1.0116,0.8885,0.5090,1.6855,1.5930,-1.6947,2.0620,1.1517,-1.9912,-1.8694,-2.2252,0.0058,28.0556
34.3000,1.4262,3.0350,0.7303,1.8476,-2.6044,1.1464,2.4470,-2.3221,-2.2863,2.3971,-0.8859,-2.9069,-2.3009,0.8631,0.7973,0.7330,1.9509,1.4213,-1.6205,2.2921,0.9225,-2.0876,-1.6911,-2.2216,-0.0156,21.1129
34.4000,1.2243,2.9296,0.5622,2.0467,-2.6891,1.0318,2.4712,-2.1471,-2.0690,2.4097,-0.7368,-3.0499,-2.1346,0.7146,0.7060,0.9571,2.2162,1.2496,-1.5463,2.5223,0.6933,-2.1841,-1.5129,-2.2180,-0.0369,13.5578
34.5000,1.0224,2.8242,0.3941,2.2458,-2.7739,0.9172,2.4955,-1.9720,-1.8516,2.4223,-0.5877,3.0902,-1.9683,0.5661,0.6147,1.1811,2.4815,1.0780,-1.4720,2.7524,0.4641,-2.2806,-1.3346,-2.2145,-0.0583,5.6371
34.6000,0.8205,2.7189,0.2259,2.4449,-2.8587,0.8027,2.5197,-1.7969,-1.6343,2.4349,-0.4385,2.9472,-1.8020,0.4176,0.5234,1.4051,2.7468,0.9063,-1.3978,2.9826,0.2349,-2.3770,-1.1563,-2.2109,-0.0796,2.5111
34.7000,0.6187,2.6135,0.0578,2.6441,-2.9435,0.6881,2.5439,-1.6219,-1.4169,2.4474,-0.2894,2.8041,-1.6357,0.2691,0.4321,1.6291,3.0122,0.7346,-1.3236,-3.0705,0.0057,-2.4735,-0.9781,-2.2073,-0.1010,10.3450
34.8000,0.4168,2.5082,-0.1103,2.8432,-3.0282,0.5735,2.5681,-1.4468,-1.1996,2.4600,-0.1403,2.6611,-1.4694,0.1206,0.3408,1.8531,-3.0057,0.5629,-1.2494,-2.8403,-0.2234,-2.5700,-0.7998,-2.2038,-0.1223,17.7703
34.9000,0.2149,2.4028,-0.2784,3.0423,-3.1130,0.4589,2.5924,-1.2718,-0.9823,2.4726,0.0089,2.5180,-1.3031,-0.0279,0.2495,2.0771,-2.7403,0.3913,-1.1752,-2.6102,-0.4526,-2.6664,-0.6215,-2.2002,-0.1437,24.4703
35.0000,0.0130,2.2975,-0.4465,-3.0418,3.0854,0.3443,2.6166,-1.0967,-0.7649,2.4851,0.1580,2.3750,-1.1368,-0.1764,0.1582,2.3011,-2.4750,0.2196,-1.1010,-2.3800,-0.6818,-2.7629,-0.4433,-2.1966,-0.1650,30.1882
35.1000,-0.1889,2.1921,-0.6146,-2.8427,3.0006,0.2297,2.6408,-0.9217,-0.5476,2.4977,0.3072,2.2319,-0.9705,-0.3249,0.0669,2.5251,-2.2097,0.0479,-1.0267,-2.1499,-0.9110,-2.8593,-0.2650,-2.1931,-0.1864,34.7038
35.2000,-0.3907,2.0868,-0.7828,-2.6436,2.9159,0.1151,2.6651,-0.7466,-0.3302,2.5103,0.4563,2.0889,-0.8042,-0.4734,-0.0243,2.7491,-1.9444,-0.1238,-0.9525,-1.9197,-1.1402,-2.9558,-0.0867,-2.1895,-0.2077,37.8434
35.3000,-0.5926,1.9814,-0.9509,-2.4445,2.8311,0.0005,2.6893,-0.5715,-0.1129,2.5228,0.6054,1.9458,-0.6379,-0.6219,-0.1156,2.9731,-1.6790,-0.2954,-0.8783,-1.6896,-1.3694,-3.0523,0.0915,-2.1859,-0.2291,39.4887
35.4000,-0.7945,1.8761,-1.1190,-2.2454,2.7463,-0.1140,2.7135,-0.3965,0.1045,2.5354,0.7546,1.8028,-0.4716,-0.7704,-0.2069,-3.0860,-1.4137,-0.4671,-0.8041,-1.4594,-1.5986,3.1344,0.2698,-2.1823,-0.2504,39.5830
35.5000,-0.9964,1.7707,-1.2871,-2.0463,2.6616,-0.2286,2.7378,-0.2214,0.3218,2.5480,0.9037,1.6597,-0.3053,-0.9189,-0.2982,-2.8620,-1.1484,-0.6388,-0.7299,-1.2293,-1.8278,3.0380,0.4481,-2.1788,-0.2717,38.1355
35.6000,-1.1982,1.6654,-1.4552,-1.8472,2.5768,-0.3432,2.7620,-0.0464,0.5391,2.5605,1.0528,1.5167,-0.1390,-1.0674,-0.3895,-2.6380,-0.8830,-0.8105,-0.6557,-0.9991,-2.0570,2.9415,0.6263,-2.1752,-0.2931,35.2224
35.7000,-1.4001,1.5600,-1.6233,-1.6481,2.4920,-0.4578,2.7862,0.1287,0.7565,2.5731,1.2020,1.3736,0.0273,-1.2159,-0.4808,-2.4140,-0.6177,-0.9821,-0.5814,-0.7690,-2.2861,2.8451,0.8046,-2.1716,-0.3144,30.9854
35.8000,-1.6020,1.4547,-1.7915,-1.4490,2.4072,-0.5724,2.8104,0.3037,0.9738,2.5857,1.3511,1.2306,0.1936,-1.3644,-0.5721,-2.1900,-0.3524,-1.1538,-0.5072,-0.5388,-2.5153,2.7486,0.9829,-2.1681,-0.3358,25.6312
35.9000,-1.8039,1.3493,-1.9596,-1.2499,2.3225,-0.6870,2.8347,0.4788,1.1912,2.5983,1.5003,1.0876,0.3599,-1.5129,-0.6634,-1.9660,-0.0870,-1.3255,-0.4330,-0.3087,-2.7445,2.6521,1.1611,-2.1645,-0.3571,19.4376
36.0000,-2.0058,1.2440,-2.1277,-1.0508,2.2377,-0.8016,2.8589,0.6539,1.4085,2.6108,1.6494,0.9445,0.5262,-1.6614,-0.7547,-1.7420,0.1783,-1.4972,-0.3588,-0.0785,-2.9737,2.5557,1.3394,-2.1609,-0.3785,12.8073
36.1000,-2.2076,1.1386,-2.2958,-0.8517,2.1529,-0.9162,2.8831,0.8289,1.6259,2.6234,1.7985,0.8015,0.6925,-1.8099,-0.8459,-1.5180,0.4436,-1.6689,-0.2846,0.1516,3.0803,2.4592,1.5176,-2.1573,-0.3998,6.7125
36.2000,-2.4095,1.0333,-2.4639,-0.6525,2.0681,-1.0307,2.9074,1.0040,1.8432,2.6360,1.9477,0.6584,0.8588,-1.9584,-0.9372,-1.2940,0.7089,-1.8405,-0.2104,0.3818,2.8511,2.3627,1.6959,-2.1538,-0.4212,5.8409
36.3000,-2.6114,0.9279,-2.6320,-0.4534,1.9834,-1.1453,2.9316,1.1790,2.0605,2.6485,2.0968,0.5154,1.0251,-2.1068,-1.0285,-1.0700,0.9743,-2.0122,-0.1361,0.6119,2.6219,2.2663,1.8742,-2.1502,-0.4425,11.2513
36.4000,-2.8133,0.8226,-2.8002,-0.2543,1.8986,-1.2599,2.9558,1.3541,2.2779,2.6611,2.2459,0.3723,1.1914,-2.2553,-1.1198,-0.8459,1.2396,-2.1839,-0.0619,0.8421,2.3927,2.1698,2.0524,-2.1466,-0.4639,17.3672
36.5000,-3.0152,0.7172,-2.9683,-0.0552,1.8138,-1.3745,2.9800,1.5291,2.4952,2.6737,2.3951,0.2293,1.3577,-2.4038,-1.2111,-0.6219,1.5049,-2.3556,0.0123,1.0722,2.1635,2.0733,2.2307,-2.1431,-0.4852,22.9418
36.6000,3.0661,0.6119,-3.1364,0.1439,1.7291,-1.4891,3.0043,1.7042,2.7126,2.6862,2.5442,0.0862,1.5240,-2.5523,-1.3024,-0.3979,1.7703,-2.5272,0.0865,1.3024,1.9343,1.9769,2.4090,-2.1395,-0.5066,27.6030
36.7000,2.8643,0.5065,2.9787,0.3430,1.6443,-1.6037,3.0285,1.8793,2.9299,2.6988,2.6934,-0.0568,1.6903,-2.7008,-1.3937,-0.1739,2.0356,-2.6989,0.1607,1.5325,1.7052,1.8804,2.5872,-2.1359,-0.5279,31.1528
36.8000,2.6624,0.4012,2.8106,0.5421,1.5595,-1.7183,3.0527,2.0543,-3.1359,2.7114,2.8425,-0.1999,1.8566,-2.8493,-1.4850,0.0501,2.3009,-2.8706,0.2350,1.7627,1.4760,1.7839,2.7655,-2.1324,-0.5492,33.4852
36.9000,2.4605,0.2958,2.6424,0.7412,1.4747,-1.8329,3.0770,2.2294,-2.9186,2.7240,2.9916,-0.3429,2.0229,-2.9978,-1.5763,0.2741,2.5663,-3.0423,0.3092,1.9928,1.2468,1.6875,2.9438,-2.1288,-0.5706,34.5717
37.0000,2.2586,0.1905,2.4743,0.9403,1.3900,-1.9474,3.1012,2.4044,-2.7012,2.7365,3.1408,-0.4860,2.1892,3.1369,-1.6675,0.4981,2.8316,3.0692,0.3834,2.2230,1.0176,1.5910,3.1220,-2.1252,-0.5919,34.4582
37.1000,2.0568,0.0851,2.3062,1.1394,1.3052,-2.0620,3.1254,2.5795,-2.4839,2.7491,-2.9933,-0.6290,2.3555,2.9884,-1.7588,0.7221,3.0969,2.8976,0.4576,2.4531,0.7884,1.4946,-2.9829,-2.1216,-0.6133,33.2651
37.2000,1.8549,-0.0203,2.1381,1.3385,1.2204,-2.1766,-3.1335,2.7545,-2.2666,2.7617,-2.8441,-0.7720,2.5218,2.8399,-1.8501,0.9461,-2.9209,2.7259,0.5318,2.6833,0.5592,1.3981,-2.8046,-2.1181,-0.6346,31.1872
37.3000,1.6530,-0.1256,1.9700,1.5376,1.1357,-2.2912,-3.1093,2.9296,-2.0492,2.7742,-2.6950,-0.9151,2.6881,2.6914,-1.9414,1.1701,-2.6556,2.5542,0.6060,2.9134,0.3300,1.3016,-2.6263,-2.1145,-0.6560,28.4961
37.4000,1.4511,-0.2310,1.8019,1.7367,1.0509,-2.4058,-3.0851,3.1047,-1.8319,2.7868,-2.5459,-1.0581,2.8544,2.5429,-2.0327,1.3942,-2.3903,2.3825,0.6803,-3.1396,0.1008,1.2052,-2.4481,-2.1109,-0.6773,25.5441
37.5000,1.2492,-0.3363,1.6337,1.9358,0.9661,-2.5204,-3.0609,-3.0035,-1.6145,2.7994,-2.3967,-1.2012,3.0207,2.3944,-2.1240,1.6182,-2.1249,2.2109,0.7545,-2.9095,-0.1284,1.1087,-2.2698,-2.1074,-0.6987,22.7621
37.6000,1.0474,-0.4417,1.4656,2.1349,0.8813,-2.6350,-3.0366,-2.8284,-1.3972,2.8119,-2.2476,-1.3442,-3.0962,2.2459,-2.2153,1.8422,-1.8596,2.0392,0.8287,-2.6793,-0.3576,1.0122,-2.0916,-2.1038,-0.7200,20.6221
37.7000,0.8455,-0.5470,1.2975,2.3340,0.7966,-2.7496,-3.0124,-2.6534,-1.1798,2.8245,-2.0985,-1.4873,-2.9299,2.0974,-2.3066,2.0662,-1.5943,1.8675,0.9029,-2.4492,-0.5867,0.9158,-1.9133,-2.1002,-0.7414,19.5072
37.8000,0.6436,-0.6524,1.1294,2.5331,0.7118,-2.8642,-2.9882,-2.4783,-0.9625,2.8371,-1.9493,-1.6303,-2.7636,1.9489,-2.3979,2.2902,-1.3290,1.6958,0.9771,-2.2190,-0.8159,0.8193,-1.7350,-2.0966,-0.7627,19.5044
37.9000,0.4417,-0.7577,0.9613,2.7323,0.6270,-2.9787,-2.9639,-2.3032,-0.7451,2.8497,-1.8002,-1.7734,-2.5973,1.8004,-2.4891,2.5142,-1.0636,1.5242,1.0513,-1.9889,-1.0451,0.7228,-1.5568,-2.0931,-0.7841,20.3262
38.0000,0.2398,-0.8631,0.7932,2.9314,0.5423,-3.0933,-2.9397,-2.1282,-0.5278,2.8622,-1.6510,-1.9164,-2.4310,1.6519,-2.5804,2.7382,-0.7983,1.3525,1.1256,-1.7587,-1.2743,0.6264,-1.3785,-2.0895,-0.8054,21.4871
38.1000,0.0380,-0.9684,0.6250,3.1305,0.4575,3.0753,-2.9155,-1.9531,-0.3105,2.8748,-1.5019,-2.0595,-2.2647,1.5034,-2.6717,2.9622,-0.5330,1.1808,1.1998,-1.5286,-1.5035,0.5299,-1.2002,-2.0859,-0.8267,22.5291
38.2000,-0.1639,-1.0738,0.4569,-2.9536,0.3727,2.9607,-2.8913,-1.7781,-0.0931,2.8874,-1.3528,-2.2025,-2.0984,1.3549,-2.7630,-3.0970,-0.2676,1.0091,1.2740,-1.2984,-1.7327,0.4334,-1.0220,-2.0824,-0.8481,23.1201
38.3000,-0.3658,-1.1791,0.2888,-2.7545,0.2879,2.8461,-2.8670,-1.6030,0.1242,2.8999,-1.2036,-2.3456,-1.9321,1.2064,-2.8543,-2.8730,-0.0023,0.8375,1.3482,-1.0683,-1.9619,0.3370,-0.8437,-2.0788,-0.8694,23.0570
38.4000,-0.5677,-1.2845,0.1207,-2.5554,0.2032,2.7315,-2.8428,-1.4279,0.3416,2.9125,-1.0545,-2.4886,-1.7658,1.0579,-2.9456,-2.6489,0.2630,0.6658,1.4224,-0.8381,-2.1911,0.2405,-0.6654,-2.0752,-0.8908,22.2422
38.5000,-0.7695,-1.3898,-0.0474,-2.3563,0.1184,2.6169,-2.8186,-1.2529,0.5589,2.9251,-0.9054,-2.6316,-1.5995,0.9094,-3.0369,-2.4249,0.5284,0.4941,1.4966,-0.6080,-2.4203,0.1441,-0.4872,-2.0717,-0.9121,20.6613
38.6000,-0.9714,-1.4952,-0.2155,-2.1572,0.0336,2.5023,-2.7943,-1.0778,0.7763,2.9376,-0.7562,-2.7747,-1.4332,0.7609,-3.1282,-2.2009,0.7937,0.3224,1.5709,-0.3778,-2.6494,0.0476,-0.3089,-2.0681,-0.9335,18.3646
38.7000,-1.1733,-1.6005,-0.3837,-1.9581,-0.0512,2.3877,-2.7701,-0.9028,0.9936,2.9502,-0.6071,-2.9177,-1.2669,0.6124,3.0637,-1.9769,1.0590,0.1508,1.6451,-0.1477,-2.8786,-0.0489,-0.1306,-2.0645,-0.9548,15.4562
38.8000,-1.3752,-1.7059,-0.5518,-1.7590,-0.1359,2.2732,-2.7459,-0.7277,1.2109,2.9628,-0.4579,-3.0608,-1.1006,0.4639,2.9724,-1.7529,1.3244,-0.0209,1.7193,0.0825,-3.1078,-0.1453,0.0476,-2.0609,-0.9762,12.0897
38.9000,-1.5771,-1.8112,-0.7199,-1.5599,-0.2207,2.1586,-2.7216,-0.5527,1.4283,2.9754,-0.3088,3.0794,-0.9343,0.3154,2.8812,-1.5289,1.5897,-0.1926,1.7935,0.3126,2.9462,-0.2418,0.2259,-2.0574,-0.9975,8.4924
39.0000,-1.7789,-1.9166,-0.8880,-1.3608,-0.3055,2.0440,-2.6974,-0.3776,1.6456,2.9879,-0.1597,2.9363,-0.7680,0.1669,2.7899,-1.3049,1.8550,-0.3643,1.8677,0.5428,2.7170,-0.3383,0.4042,-2.0538,-1.0189,5.1395
39.1000,-1.9808,-2.0219,-1.0561,-1.1617,-0.3902,1.9294,-2.6732,-0.2025,1.8630,3.0005,-0.0105,2.7933,-0.6017,0.0184,2.6986,-1.0809,2.1203,-0.5360,1.9419,0.7729,2.4878,-0.4347,0.5824,-2.0502,-1.0402,3.7375
39.2000,-2.1827,-2.1273,-1.2242,-0.9626,-0.4750,1.8148,-2.6490,-0.0275,2.0803,3.0131,0.1386,2.6502,-0.4354,-0.1301,2.6073,-0.8569,2.3857,-0.7076,2.0162,1.0031,2.2586,-0.5312,0.7607,-2.0467,-1.0616,5.8882
39.3000,-2.3846,-2.2326,-1.3924,-0.7635,-0.5598,1.7002,-2.6247,0.1476,2.2977,3.0256,0.2877,2.5072,-0.2691,-0.2786,2.5160,-0.6329,2.6510,-0.8793,2.0904,1.2332,2.0294,-0.6277,0.9390,-2.0431,-1.0829,9.1612
39.4000,-2.5865,-2.3380,-1.5605,-0.5643,-0.6446,1.5856,-2.6005,0.3226,2.5150,3.0382,0.4369,2.3641,-0.1028,-0.4271,2.4247,-0.4088,2.9163,-1.0510,2.1646,1.4634,1.8002,-0.7241,1.1172,-2.0395,-1.1043,12.4054
39.5000,-2.7883,-2.4433,-1.7286,-0.3652,-0.7293,1.4710,-2.5763,0.4977,2.7323,3.0508,0.5860,2.2211,0.0635,-0.5756,2.3334,-0.1848,-3.1015,-1.2227,2.2388,1.6935,1.5710,-0.8206,1.2955,-2.0359,-1.1256,15.3320
39.6000,-2.9902,-2.5487,-1.8967,-0.1661,-0.8141,1.3565,-2.5520,0.6727,2.9497,3.0633,0.7352,2.0780,0.2298,-0.7241,2.2421,0.0392,-2.8362,-1.3943,2.3130,1.9237,1.3419,-0.9171,1.4738,-2.0324,-1.1469,17.8301
39.7000,3.0911,-2.6541,-2.0648,0.0330,-0.8989,1.2419,-2.5278,0.8478,-3.1162,3.0759,0.8843,1.9350,0.3961,-0.8726,2.1508,0.2632,-2.5709,-1.5660,2.3872,2.1538,1.1127,-1.0135,1.6520,-2.0288,-1.1683,19.8543
39.8000,2.8892,-2.7594,-2.2329,0.2321,-0.9836,1.1273,-2.5036,1.0229,-2.8988,3.0885,1.0334,1.7919,0.5624,-1.0211,2.0596,0.4872,-2.3055,-1.7377,2.4615,2.3840,0.8835,-1.1100,1.8303,-2.0252,-1.1896,21.3992
39.9000,2.6873,-2.8648,-2.4011,0.4312,-1.0684,1.0127,-2.4794,1.1979,-2.6815,3.1011,1.1826,1.6489,0.7287,-1.1696,1.9683,0.7112,-2.0402,-1.9094,2.5357,2.6141,0.6543,-1.2064,2.0086,-2.0217,-1.2110,22.4886
40.0000,2.4855,-2.9701,-2.5692,0.6303,-1.1532,0.8981,-2.4551,1.3730,-2.4641,3.1136,1.3317,1.5058,0.8950,-1.3181,1.8770,0.9352,-1.7749,-2.0810,2.6099,2.8443,0.4251,-1.3029,2.1868,-2.0181,-1.2323,23.1692
40.1000,2.2836,-3.0755,-2.7373,0.8294,-1.2380,0.7835,-2.4309,1.5480,-2.2468,3.1262,1.4808,1.3628,1.0613,-1.4666,1.7857,1.1592,-1.5095,-2.2527,2.6841,3.0744,0.1959,-1.3994,2.3651,-2.0145,-1.2537,23.5036
40.2000,2.0817,3.1024,-2.9054,1.0285,-1.3227,0.6689,-2.4067,1.7231,-2.0294,3.1388,1.6300,1.2197,1.2276,-1.6151,1.6944,1.3832,-1.2442,-2.4244,2.7583,-2.9786,-0.0333,-1.4958,2.5434,-2.0110,-1.2750,23.5643
40.3000,1.8798,2.9970,-3.0735,1.2276,-1.4075,0.5543,-2.3824,1.8981,-1.8121,-3.1319,1.7791,1.0767,1.3939,-1.7636,1.6031,1.6072,-0.9789,-2.5961,2.8325,-2.7485,-0.2625,-1.5923,2.7216,-2.0074,-1.2964,23.4274
40.4000,1.6779,2.8917,3.0415,1.4267,-1.4923,0.4398,-2.3582,2.0732,-1.5948,-3.1193,1.9283,0.9337,1.5602,-1.9121,1.5118,1.8312,-0.7135,-2.7677,2.9068,-2.5183,-0.4917,-1.6888,2.8999,-2.0038,-1.3177,23.1665
40.5000,1.4761,2.7863,2.8734,1.6258,-1.5771,0.3252,-2.3340,2.2483,-1.3774,-3.1067,2.0774,0.7906,1.7265,-2.0606,1.4205,2.0553,-0.4482,-2.9394,2.9810,-2.2882,-0.7209,-1.7852,3.0782,-2.0002,-1.3391,22.8475
40.6000,1.2742,2.6810,2.7053,1.8249,-1.6618,0.2106,-2.3098,2.4233,-1.1601,-3.0941,2.2265,0.6476,1.8928,-2.2090,1.3292,2.2793,-0.1829,-3.1111,3.0552,-2.0580,-0.9500,-1.8817,-3.0268,-1.9967,-1.3604,22.5254
40.7000,1.0723,2.5756,2.5372,2.0240,-1.7466,0.0960,-2.2855,2.5984,-0.9427,-3.0816,2.3757,0.5045,2.0591,-2.3575,1.2380,2.5033,0.0824,3.0004,3.1294,-1.8279,-1.1792,-1.9782,-2.8485,-1.9931,-1.3818,22.2408
40.8000,0.8704,2.4703,2.3691,2.2231,-1.8314,-0.0186,-2.2613,2.7734,-0.7254,-3.0690,2.5248,0.3615,2.2254,-2.5060,1.1467,2.7273,0.3478,2.8287,-3.0796,-1.5977,-1.4084,-2.0746,-2.6702,-1.9895,-1.4031,22.0204
40.9000,0.6685,2.3649,2.2010,2.4222,-1.9161,-0.1332,-2.2371,2.9485,-0.5080,-3.0564,2.6739,0.2184,2.3917,-2.6545,1.0554,2.9513,0.6131,2.6571,-3.0053,-1.3676,-1.6376,-2.1711,-2.4920,-1.9860,-1.4244,21.8781
41.0000,0.4667,2.2596,2.0329,2.6213,-2.0009,-0.2478,-2.2128,3.1235,-0.2907,-3.0439,2.8231,0.0754,2.5580,-2.8030,0.9641,-3.1079,0.8784,2.4854,-2.9311,-1.1374,-1.8668,-2.2676,-2.3137,-1.9824,-1.4458,21.8187
41.1000,0.2648,2.1542,1.8647,2.8204,-2.0857,-0.3624,-2.1886,-2.9846,-0.0733,-3.0313,2.9722,-0.0677,2.7243,-2.9515,0.8728,-2.8839,1.1438,2.3137,-2.8569,-0.9073,-2.0960,-2.3640,-2.1354,-1.9788,-1.4671,21.8424
41.2000,0.0629,2.0489,1.6966,3.0196,-2.1705,-0.4769,-2.1644,-2.8095,0.1440,-3.0187,3.1213,-0.2107,2.8906,-3.1000,0.7815,-2.6599,1.4091,2.1420,-2.7827,-0.6771,-2.3252,-2.4605,-1.9572,-1.9752,-1.4885,21.9501
41.3000,-0.1390,1.9435,1.5285,-3.0645,-2.2552,-0.5915,-2.1401,-2.6345,0.3613,-3.0062,-3.0127,-0.3538,3.0569,3.0347,0.6902,-2.4359,1.6744,1.9704,-2.7085,-0.4470,-2.5544,-2.5569,-1.7789,-1.9717,-1.5098,22.1489
41.4000,-0.3408,1.8382,1.3604,-2.8654,-2.3400,-0.7061,-2.1159,-2.4594,0.5787,-2.9936,-2.8636,-0.4968,-3.0600,2.8862,0.5989,-2.2118,1.9398,1.7987,-2.6343,-0.2168,-2.7836,-2.6534,-1.6006,-1.9681,-1.5312,22.4547
41.5000,-0.5427,1.7328,1.1923,-2.6663,-2.4248,-0.8207,-2.0917,-2.2844,0.7960,-2.9810,-2.7144,-0.6399,-2.8937,2.7377,0.5077,-1.9878,2.2051,1.6270,-2.5600,0.0133,-3.0127,-2.7499,-1.4224,-1.9645,-1.5525,22.8931
41.6000,-0.7446,1.6274,1.0242,-2.4672,-2.5095,-0.9353,-2.0675,-2.1093,1.0134,-2.9684,-2.5653,-0.7829,-2.7274,2.5892,0.4164,-1.7638,2.4704,1.4553,-2.4858,0.2435,3.0413,-2.8463,-1.2441,-1.9610,-1.5739,23.4956
41.7000,-0.9465,1.5221,0.8560,-2.2681,-2.5943,-1.0499,-2.0432,-1.9342,1.2307,-2.9559,-2.4161,-0.9259,-2.5611,2.4407,0.3251,-1.5398,2.7357,1.2837,-2.4116,0.4736,2.8121,-2.9428,-1.0658,-1.9574,-1.5952,24.2929
41.8000,-1.1484,1.4167,0.6879,-2.0690,-2.6791,-1.1645,-2.0190,-1.7592,1.4481,-2.9433,-2.2670,-1.0690,-2.3948,2.2922,0.2338,-1.3158,3.0011,1.1120,-2.3374,0.7038,2.5829,-3.0393,-0.8876,-1.9538,-1.6166,25.3037
41.9000,-1.3502,1.3114,0.5198,-1.8699,-2.7639,-1.2791,-1.9948,-1.5841,1.6654,-2.9307,-2.1179,-1.2120,-2.2285,2.1437,0.1425,-1.0918,-3.0168,0.9403,-2.2632,0.9339,2.3537,-3.1357,-0.7093,-1.9503,-1.6379,26.5253
