time,angle0,angle1,angle2,angle3,angle4,angle5,angle6,angle7,angle8,angle9,angle10,angle11,angle12,angle13,angle14,angle15,angle16,angle17,angle18,angle19,angle20,angle21,angle22,angle23,angle24,distance
49.0000,-3.1173,0.1146,1.1499,-0.2998,-2.4995,-3.1316,-0.2745,-1.7214,-1.7528,-2.0383,2.1877,1.1980,-2.9876,-2.1165,-0.0558,2.2465,-3.0279,1.3177,3.0062,-1.5750,-1.3524,2.5817,-0.6188,-1.6967,3.1297,21.6109
49.1000,2.9640,0.0092,0.9818,-0.1006,-2.5843,3.0370,-0.2503,-1.5464,-1.5354,-2.0257,2.3368,1.0550,-2.8213,-2.2650,-0.1471,2.4705,-2.7625,1.1460,3.0804,-1.3449,-1.5816,2.4852,-0.4405,-1.6932,3.1083,20.7534
49.2000,2.7622,-0.0961,0.8137,0.0985,-2.6690,2.9224,-0.2261,-1.3713,-1.3181,-2.0131,2.4860,0.9120,-2.6550,-2.4135,-0.2384,2.6945,-2.4972,0.9743,-3.1285,-1.1147,-1.8108,2.3888,-0.2623,-1.6896,3.0870,19.9529
49.3000,2.5603,-0.2015,0.6455,0.2976,-2.7538,2.8078,-0.2018,-1.1962,-1.1008,-2.0006,2.6351,0.7689,-2.4887,-2.5619,-0.3297,2.9185,-2.2319,0.8026,-3.0543,-0.8846,-2.0399,2.2923,-0.0840,-1.6860,3.0656,19.3635
49.4000,2.3584,-0.3068,0.4774,0.4967,-2.8386,2.6932,-0.1776,-1.0212,-0.8834,-1.9880,2.7842,0.6259,-2.3224,-2.7104,-0.4210,-3.1407,-1.9666,0.6310,-2.9801,-0.6544,-2.2691,2.1958,0.0943,-1.6825,3.0443,19.1436
49.5000,2.1565,-0.4122,0.3093,0.6958,-2.9234,2.5786,-0.1534,-0.8461,-0.6661,-1.9754,2.9334,0.4828,-2.1561,-2.8589,-0.5123,-2.9167,-1.7012,0.4593,-2.9059,-0.4243,-2.4983,2.0994,0.2725,-1.6789,3.0230,19.3990
49.6000,1.9547,-0.5175,0.1412,0.8949,-3.0081,2.4640,-0.1291,-0.6711,-0.4487,-1.9628,3.0825,0.3398,-1.9898,-3.0074,-0.6036,-2.6926,-1.4359,0.2876,-2.8317,-0.1941,-2.7275,2.0029,0.4508,-1.6753,3.0016,20.1274
49.7000,1.7528,-0.6229,-0.0269,1.0940,-3.0929,2.3495,-0.1049,-0.4960,-0.2314,-1.9503,-3.0515,0.1967,-1.8235,3.1272,-0.6948,-2.4686,-1.1706,0.1159,-2.7574,0.0360,-2.9567,1.9064,0.6291,-1.6718,2.9803,21.2056
49.8000,1.5509,-0.7282,-0.1950,1.2931,3.1055,2.2349,-0.0807,-0.3210,-0.0140,-1.9377,-2.9024,0.0537,-1.6572,2.9788,-0.7861,-2.2446,-0.9052,-0.0558,-2.6832,0.2662,3.0973,1.8100,0.8073,-1.6682,2.9589,22.4237
49.9000,1.3490,-0.8336,-0.3632,1.4922,3.0207,2.1203,-0.0565,-0.1459,0.2033,-1.9251,-2.7533,-0.0894,-1.4909,2.8303,-0.8774,-2.0206,-0.6399,-0.2274,-2.6090,0.4963,2.8681,1.7135,0.9856,-1.6646,2.9376,23.5390
50.0000,1.1471,-0.9389,-0.5313,1.6913,2.9360,2.0057,-0.0322,0.0292,0.4206,-1.9126,-2.6041,-0.2324,-1.3246,2.6818,-0.9687,-1.7966,-0.3746,-0.3991,-2.5348,0.7265,2.6389,1.6170,1.1639,-1.6610,2.9162,24.3172
50.1000,0.9453,-1.0443,-0.6994,1.8904,2.8512,1.8911,-0.0080,0.2042,0.6380,-1.9000,-2.4550,-0.3755,-1.1583,2.5333,-1.0600,-1.5726,-0.1092,-0.5708,-2.4606,0.9566,2.4097,1.5206,1.3421,-1.6575,2.8949,24.5568
50.2000,0.7434,-1.1496,-0.8675,2.0895,2.7664,1.7765,0.0162,0.3793,0.8553,-1.8874,-2.3058,-0.5185,-0.9920,2.3848,-1.1513,-1.3486,0.1561,-0.7425,-2.3864,1.1868,2.1805,1.4241,1.5204,-1.6539,2.8735,24.1019
50.3000,0.5415,-1.2550,-1.0356,2.2886,2.6817,1.6619,0.0405,0.5543,1.0727,-1.8749,-2.1567,-0.6616,-0.8257,2.2363,-1.2426,-1.1246,0.4214,-0.9141,-2.3121,1.4169,1.9514,1.3276,1.6987,-1.6503,2.8522,22.8500
50.4000,0.3396,-1.3603,-1.2037,2.4877,2.5969,1.5473,0.0647,0.7294,1.2900,-1.8623,-2.0076,-0.8046,-0.6594,2.0878,-1.3339,-0.9006,0.6868,-1.0858,-2.2379,1.6471,1.7222,1.2312,1.8769,-1.6468,2.8308,20.7598
50.5000,0.1377,-1.4657,-1.3719,2.6868,2.5121,1.4328,0.0889,0.9044,1.5074,-1.8497,-1.8584,-0.9476,-0.4931,1.9393,-1.4251,-0.6766,0.9521,-1.2575,-2.1637,1.8772,1.4930,1.1347,2.0552,-1.6432,2.8095,17.8617
50.6000,-0.0641,-1.5710,-1.5400,2.8859,2.4273,1.3182,0.1131,1.0795,1.7247,-1.8372,-1.7093,-1.0907,-0.3268,1.7908,-1.5164,-0.4526,1.2174,-1.4292,-2.0895,2.1074,1.2638,1.0383,2.2335,-1.6396,2.7881,14.2876
50.7000,-0.2660,-1.6764,-1.7081,3.0850,2.3426,1.2036,0.1374,1.2546,1.9420,-1.8246,-1.5602,-1.2337,-0.1605,1.6423,-1.6077,-0.2285,1.4827,-1.6008,-2.0153,2.3375,1.0346,0.9418,2.4117,-1.6360,2.7668,10.3742
50.8000,-0.4679,-1.7817,-1.8762,-2.9990,2.2578,1.0890,0.1616,1.4296,2.1594,-1.8120,-1.4110,-1.3768,0.0058,1.4938,-1.6990,-0.0045,1.7481,-1.7725,-1.9411,2.5677,0.8054,0.8453,2.5900,-1.6325,2.7455,7.1304
50.9000,-0.6698,-1.8871,-2.0443,-2.7999,2.1730,0.9744,0.1858,1.6047,2.3767,-1.7994,-1.2619,-1.5198,0.1721,1.3453,-1.7903,0.2195,2.0134,-1.9442,-1.8668,2.7978,0.5762,0.7489,2.7682,-1.6289,2.7241,7.1417
51.0000,-0.8717,-1.9925,-2.2124,-2.6008,2.0882,0.8598,0.2101,1.7797,2.5941,-1.7869,-1.1127,-1.6629,0.3384,1.1968,-1.8816,0.4435,2.2787,-2.1159,-1.7926,3.0280,0.3470,0.6524,2.9465,-1.6253,2.7028,10.8388
51.1000,-1.0735,-2.0978,-2.3806,-2.4017,2.0035,0.7452,0.2343,1.9548,2.8114,-1.7743,-0.9636,-1.8059,0.5047,1.0483,-1.9729,0.6675,2.5441,-2.2875,-1.7184,-3.0251,0.1178,0.5559,3.1248,-1.6218,2.6814,15.7858
51.2000,-1.2754,-2.2032,-2.5487,-2.2026,1.9187,0.6306,0.2585,2.1298,3.0288,-1.7617,-0.8145,-1.9490,0.6710,0.8998,-2.0642,0.8915,2.8094,-2.4592,-1.6442,-2.7949,-0.1114,0.4595,-2.9801,-1.6182,2.6601,20.8260
51.3000,-1.4773,-2.3085,-2.7168,-2.0035,1.8339,0.5161,0.2827,2.3049,-3.0371,-1.7492,-0.6653,-2.0920,0.8373,0.7513,-2.1555,1.1155,3.0747,-2.6309,-1.5700,-2.5648,-0.3405,0.3630,-2.8019,-1.6146,2.6387,25.4656
51.4000,-1.6792,-2.4139,-2.8849,-1.8044,1.7492,0.4015,0.3070,2.4800,-2.8197,-1.7366,-0.5162,-2.2351,1.0036,0.6028,-2.2467,1.3395,-2.9431,-2.8026,-1.4958,-2.3346,-0.5697,0.2665,-2.6236,-1.6111,2.6174,29.3928
51.5000,-1.8810,-2.5192,-3.0530,-1.6053,1.6644,0.2869,0.3312,2.6550,-2.6024,-1.7240,-0.3671,-2.3781,1.1699,0.4543,-2.3380,1.5635,-2.6778,-2.9742,-1.4215,-2.1045,-0.7989,0.1701,-2.4453,-1.6075,2.5960,32.3750
51.6000,-2.0829,-2.6246,3.0620,-1.4062,1.5796,0.1723,0.3554,2.8301,-2.3850,-1.7115,-0.2179,-2.5212,1.3362,0.3058,-2.4293,1.7875,-2.4125,3.1373,-1.3473,-1.8743,-1.0281,0.0736,-2.2671,-1.6039,2.5747,34.2385
51.7000,-2.2848,-2.7299,2.8939,-1.2071,1.4948,0.0577,0.3797,3.0051,-2.1677,-1.6989,-0.0688,-2.6642,1.5025,0.1573,-2.5206,2.0115,-2.1471,2.9656,-1.2731,-1.6442,-1.2573,-0.0229,-2.0888,-1.6003,2.5533,34.8677
51.8000,-2.4867,-2.8353,2.7258,-1.0080,1.4101,-0.0569,0.4039,-3.1030,-1.9504,-1.6863,0.0804,-2.8073,1.6688,0.0088,-2.6119,2.2356,-1.8818,2.7939,-1.1989,-1.4140,-1.4865,-0.1193,-1.9105,-1.5968,2.5320,34.2074
51.9000,-2.6886,-2.9406,2.5577,-0.8089,1.3253,-0.1715,0.4281,-2.9279,-1.7330,-1.6737,0.2295,-2.9503,1.8351,-0.1397,-2.7032,2.4596,-1.6165,2.6222,-1.1247,-1.1839,-1.7157,-0.2158,-1.7323,-1.5932,2.5106,32.2659
52.0000,-2.8904,-3.0460,2.3896,-0.6098,1.2405,-0.2861,0.4523,-2.7529,-1.5157,-1.6612,0.3786,-3.0933,2.0014,-0.2882,-2.7945,2.6836,-1.3511,2.4506,-1.0505,-0.9537,-1.9449,-0.3122,-1.5540,-1.5896,2.4893,29.1160
52.1000,-3.0923,3.1319,2.2215,-0.4107,1.1558,-0.4006,0.4766,-2.5778,-1.2983,-1.6486,0.5278,3.0468,2.1677,-0.4367,-2.8858,2.9076,-1.0858,2.2789,-0.9762,-0.7236,-2.1741,-0.4087,-1.3757,-1.5861,2.4679,24.8961
52.2000,2.9890,3.0265,2.0533,-0.2116,1.0710,-0.5152,0.5008,-2.4028,-1.0810,-1.6360,0.6769,2.9037,2.3340,-0.5852,-2.9771,3.1316,-0.8205,2.1072,-0.9020,-0.4934,-2.4032,-0.5052,-1.1975,-1.5825,2.4466,19.8157
52.3000,2.7871,2.9212,1.8852,-0.0124,0.9862,-0.6298,0.5250,-2.2277,-0.8636,-1.6235,0.8260,2.7607,2.5003,-0.7337,-3.0683,-2.9276,-0.5552,1.9355,-0.8278,-0.2633,-2.6324,-0.6016,-1.0192,-1.5789,2.4253,14.1883
52.4000,2.5852,2.8158,1.7171,0.1867,0.9014,-0.7444,0.5493,-2.0527,-0.6463,-1.6109,0.9752,2.6177,2.6666,-0.8822,3.1235,-2.7036,-0.2898,1.7639,-0.7536,-0.0331,-2.8616,-0.6981,-0.8409,-1.5753,2.4039,8.6301
52.5000,2.3834,2.7105,1.5490,0.3858,0.8167,-0.8590,0.5735,-1.8776,-0.4290,-1.5983,1.1243,2.4746,2.8329,-1.0307,3.0323,-2.4796,-0.0245,1.5922,-0.6794,0.1970,-3.0908,-0.7946,-0.6627,-1.5718,2.3826,5.4550
52.6000,2.1815,2.6051,1.3809,0.5849,0.7319,-0.9736,0.5977,-1.7025,-0.2116,-1.5858,1.2735,2.3316,2.9992,-1.1792,2.9410,-2.2556,0.2408,1.4205,-0.6052,0.4272,2.9632,-0.8910,-0.4844,-1.5682,2.3612,8.4118
52.7000,1.9796,2.4998,1.2128,0.7840,0.6471,-1.0882,0.6219,-1.5275,0.0057,-1.5732,1.4226,2.1885,-3.1177,-1.3277,2.8497,-2.0315,0.5062,1.2488,-0.5309,0.6573,2.7340,-0.9875,-0.3062,-1.5646,2.3399,13.6680
52.8000,1.7777,2.3944,1.0446,0.9831,0.5623,-1.2028,0.6462,-1.3524,0.2231,-1.5606,1.5717,2.0455,-2.9514,-1.4762,2.7584,-1.8075,0.7715,1.0771,-0.4567,0.8875,2.5048,-1.0840,-0.1279,-1.5611,2.3185,18.8472
52.9000,1.5758,2.2890,0.8765,1.1822,0.4776,-1.3173,0.6704,-1.1774,0.4404,-1.5480,1.7209,1.9024,-2.7851,-1.6247,2.6671,-1.5835,1.0368,0.9055,-0.3825,1.1176,2.2756,-1.1804,0.0504,-1.5575,2.2972,23.3575
53.0000,1.3740,2.1837,0.7084,1.3813,0.3928,-1.4319,0.6946,-1.0023,0.6578,-1.5355,1.8700,1.7594,-2.6188,-1.7732,2.5758,-1.3595,1.3022,0.7338,-0.3083,1.3478,2.0464,-1.2769,0.2286,-1.5539,2.2758,26.9329
53.1000,1.1721,2.0783,0.5403,1.5804,0.3080,-1.5465,0.7189,-0.8273,0.8751,-1.5229,2.0191,1.6163,-2.4525,-1.9217,2.4845,-1.1355,1.5675,0.5621,-0.2341,1.5779,1.8172,-1.3734,0.4069,-1.5504,2.2545,29.4249
53.2000,0.9702,1.9730,0.3722,1.7795,0.2233,-1.6611,0.7431,-0.6522,1.0924,-1.5103,2.1683,1.4733,-2.2862,-2.0702,2.3932,-0.9115,1.8328,0.3904,-0.1599,1.8081,1.5881,-1.4698,0.5852,-1.5468,2.2331,30.7665
53.3000,0.7683,1.8676,0.2041,1.9786,0.1385,-1.7757,0.7673,-0.4771,1.3098,-1.4978,2.3174,1.3302,-2.1199,-2.2187,2.3019,-0.6875,2.0981,0.2188,-0.0856,2.0382,1.3589,-1.5663,0.7634,-1.5432,2.2118,30.9660
53.4000,0.5664,1.7623,0.0359,2.1777,0.0537,-1.8903,0.7916,-0.3021,1.5271,-1.4852,2.4665,1.1872,-1.9536,-2.3672,2.2107,-0.4635,2.3635,0.0471,-0.0114,2.2684,1.1297,-1.6627,0.9417,-1.5396,2.1904,30.1048
53.5000,0.3646,1.6569,-0.1322,2.3768,-0.0311,-2.0049,0.8158,-0.1270,1.7445,-1.4726,2.6157,1.0441,-1.7873,-2.5157,2.1194,-0.2395,2.6288,-0.1246,0.0628,2.4985,0.9005,-1.7592,1.1200,-1.5361,2.1691,28.3372
53.6000,0.1627,1.5516,-0.3003,2.5759,-0.1158,-2.1195,0.8400,0.0480,1.9618,-1.4601,2.7648,0.9011,-1.6210,-2.6641,2.0281,-0.0155,2.8941,-0.2963,0.1370,2.7287,0.6713,-1.8557,1.2982,-1.5325,2.1478,25.8903
53.7000,-0.0392,1.4462,-0.4684,2.7750,-0.2006,-2.2340,0.8642,0.2231,2.1792,-1.4475,2.9140,0.7581,-1.4547,-2.8126,1.9368,0.2085,-3.1237,-0.4679,0.2112,2.9588,0.4421,-1.9521,1.4765,-1.5289,2.1264,23.0657
53.8000,-0.2411,1.3409,-0.6365,2.9741,-0.2854,-2.3486,0.8885,0.3982,2.3965,-1.4349,3.0631,0.6150,-1.2884,-2.9611,1.8455,0.4326,-2.8584,-0.6396,0.2854,-3.0942,0.2129,-2.0486,1.6548,-1.5254,2.1051,20.2379
53.9000,-0.4430,1.2355,-0.8046,-3.1099,-0.3701,-2.4632,0.9127,0.5732,2.6138,-1.4223,-3.0710,0.4720,-1.1221,-3.1096,1.7542,0.6566,-2.5931,-0.8113,0.3597,-2.8641,-0.0163,-2.1451,1.8330,-1.5218,2.0837,17.8334
54.0000,-0.6448,1.1302,-0.9728,-2.9108,-0.4549,-2.5778,0.9369,0.7483,2.8312,-1.4098,-2.9218,0.3289,-0.9558,3.0250,1.6629,0.8806,-2.3277,-0.9830,0.4339,-2.6339,-0.2455,-2.2415,2.0113,-1.5182,2.0624,16.2411
54.1000,-0.8467,1.0248,-1.1409,-2.7117,-0.5397,-2.6924,0.9612,0.9233,3.0485,-1.3972,-2.7727,0.1859,-0.7895,2.8766,1.5716,1.1046,-2.0624,-1.1546,0.5081,-2.4038,-0.4747,-2.3380,2.1896,-1.5146,2.0410,15.6239
54.2000,-1.0486,0.9195,-1.3090,-2.5126,-0.6245,-2.8070,0.9854,1.0984,-3.0173,-1.3846,-2.6235,0.0428,-0.6232,2.7281,1.4804,1.3286,-1.7971,-1.3263,0.5823,-2.1736,-0.7038,-2.4345,2.3678,-1.5111,2.0197,15.7754
54.3000,-1.2505,0.8141,-1.4771,-2.3135,-0.7092,-2.9216,1.0096,1.2734,-2.8000,-1.3721,-2.4744,-0.1002,-0.4569,2.5796,1.3891,1.5526,-1.5317,-1.4980,0.6565,-1.9435,-0.9330,-2.5309,2.5461,-1.5075,1.9983,16.2348
54.4000,-1.4523,0.7088,-1.6452,-2.1144,-0.7940,-3.0362,1.0338,1.4485,-2.5826,-1.3595,-2.3253,-0.2433,-0.2906,2.4311,1.2978,1.7766,-1.2664,-1.6697,0.7307,-1.7133,-1.1622,-2.6274,2.7244,-1.5039,1.9770,16.5337
54.5000,-1.6542,0.6034,-1.8133,-1.9153,-0.8788,3.1324,1.0581,1.6236,-2.3653,-1.3469,-2.1761,-0.3863,-0.1243,2.2826,1.2065,2.0006,-1.0011,-1.8413,0.8050,-1.4832,-1.3914,-2.7239,2.9026,-1.5004,1.9556,16.3344
54.6000,-1.8561,0.4981,-1.9815,-1.7162,-0.9635,3.0178,1.0823,1.7986,-2.1479,-1.3344,-2.0270,-0.5294,0.0420,2.1341,1.1152,2.2246,-0.7357,-2.0130,0.8792,-1.2530,-1.6206,-2.8203,3.0809,-1.4968,1.9343,15.4526
54.7000,-2.0580,0.3927,-2.1496,-1.5171,-1.0483,2.9033,1.1065,1.9737,-1.9306,-1.3218,-1.8779,-0.6724,0.2083,1.9856,1.0239,2.4486,-0.4704,-2.1847,0.9534,-1.0229,-1.8498,-2.9168,-3.0240,-1.4932,1.9129,13.8477
54.8000,-2.2599,0.2874,-2.3177,-1.3180,-1.1331,2.7887,1.1308,2.1487,-1.7132,-1.3092,-1.7287,-0.8155,0.3746,1.8371,0.9326,2.6727,-0.2051,-2.3564,1.0276,-0.7927,-2.0790,-3.0132,-2.8458,-1.4897,1.8916,11.6340
54.9000,-2.4617,0.1820,-2.4858,-1.1189,-1.2179,2.6741,1.1550,2.3238,-1.4959,-1.2967,-1.5796,-0.9585,0.5409,1.6886,0.8413,2.8967,0.0602,-2.5281,1.1018,-0.5626,-2.3082,-3.1097,-2.6675,-1.4861,1.8703,9.1719
55.0000,-2.6636,0.0767,-2.6539,-0.9198,-1.3026,2.5595,1.1792,2.4988,-1.2786,-1.2841,-1.4304,-1.1015,0.7072,1.5401,0.7500,3.1207,0.3256,-2.6997,1.1760,-0.3324,-2.5374,3.0770,-2.4892,-1.4825,1.8489,7.3675
55.1000,-2.8655,-0.0287,-2.8220,-0.7207,-1.3874,2.4449,1.2034,2.6739,-1.0612,-1.2715,-1.2813,-1.2446,0.8735,1.3916,0.6588,-2.9385,0.5909,-2.8714,1.2503,-0.1023,-2.7665,2.9805,-2.3110,-1.4789,1.8276,7.7398
55.2000,-3.0674,-0.1340,-2.9902,-0.5216,-1.4722,2.3303,1.2277,2.8490,-0.8439,-1.2589,-1.1322,-1.3876,1.0398,1.2431,0.5675,-2.7145,0.8562,-3.0431,1.3245,0.1279,-2.9957,2.8841,-2.1327,-1.4754,1.8062,10.4692
55.3000,3.0139,-0.2394,3.1249,-0.3225,-1.5570,2.2157,1.2519,3.0240,-0.6265,-1.2464,-0.9830,-1.5307,1.2061,1.0946,0.4762,-2.4905,1.1216,3.0684,1.3987,0.3580,3.0583,2.7876,-1.9544,-1.4718,1.7849,14.2918
55.4000,2.8121,-0.3448,2.9568,-0.1234,-1.6417,2.1011,1.2761,-3.0841,-0.4092,-1.2338,-0.8339,-1.6737,1.3724,0.9461,0.3849,-2.2665,1.3869,2.8968,1.4729,0.5882,2.8291,2.6912,-1.7762,-1.4682,1.7635,18.3394
55.5000,2.6102,-0.4501,2.7887,0.0758,-1.7265,1.9866,1.3004,-2.9091,-0.1918,-1.2212,-0.6848,-1.8168,1.5387,0.7976,0.2936,-2.0425,1.6522,2.7251,1.5471,0.8183,2.5999,2.5947,-1.5979,-1.4647,1.7422,22.1578
55.6000,2.4083,-0.5555,2.6206,0.2749,-1.8113,1.8720,1.3246,-2.7340,0.0255,-1.2087,-0.5356,-1.9598,1.7050,0.6491,0.2023,-1.8185,1.9176,2.5534,1.6214,1.0485,2.3707,2.4982,-1.4196,-1.4611,1.7208,25.4651
55.7000,2.2064,-0.6608,2.4524,0.4740,-1.8960,1.7574,1.3488,-2.5589,0.2428,-1.1961,-0.3865,-2.1029,1.8713,0.5006,0.1110,-1.5945,2.1829,2.3817,1.6956,1.2786,2.1415,2.4018,-1.2414,-1.4575,1.6995,28.0684
55.8000,2.0045,-0.7662,2.2843,0.6731,-1.9808,1.6428,1.3730,-2.3839,0.4602,-1.1835,-0.2373,-2.2459,2.0376,0.3521,0.0197,-1.3704,2.4482,2.2100,1.7698,1.5088,1.9123,2.3053,-1.0631,-1.4539,1.6781,29.8403
55.9000,1.8027,-0.8715,2.1162,0.8722,-2.0656,1.5282,1.3973,-2.2088,0.6775,-1.1710,-0.0882,-2.3890,2.2039,0.2036,-0.0716,-1.1464,2.7136,2.0384,1.8440,1.7389,1.6831,2.2088,-0.8848,-1.4504,1.6568,30.7142
56.0000,1.6008,-0.9769,1.9481,1.0713,-2.1504,1.4136,1.4215,-2.0338,0.8949,-1.1584,0.0609,-2.5320,2.3702,0.0551,-0.1628,-0.9224,2.9789,1.8667,1.9182,1.9691,1.4539,2.1124,-0.7066,-1.4468,1.6354,30.6825
56.1000,1.3989,-1.0822,1.7800,1.2704,-2.2351,1.2990,1.4457,-1.8587,1.1122,-1.1458,0.2101,-2.6751,2.5365,-0.0934,-0.2541,-0.6984,-3.0390,1.6950,1.9924,2.1992,1.2248,2.0159,-0.5283,-1.4432,1.6141,29.7966
56.2000,1.1970,-1.1876,1.6119,1.4695,-2.3199,1.1844,1.4700,-1.6837,1.3296,-1.1332,0.3592,-2.8181,2.7028,-0.2419,-0.3454,-0.4744,-2.7736,1.5233,2.0667,2.4294,0.9956,1.9194,-0.3500,-1.4397,1.5928,28.1672
56.3000,0.9951,-1.2929,1.4437,1.6686,-2.4047,1.0699,1.4942,-1.5086,1.5469,-1.1207,0.5083,-2.9611,2.8691,-0.3904,-0.4367,-0.2504,-2.5083,1.3517,2.1409,2.6595,0.7664,1.8230,-0.1718,-1.4361,1.5714,25.9636
56.4000,0.7933,-1.3983,1.2756,1.8677,-2.4894,0.9553,1.5184,-1.3335,1.7642,-1.1081,0.6575,-3.1042,3.0354,-0.5389,-0.5280,-0.0264,-2.2430,1.1800,2.2151,2.8897,0.5372,1.7265,0.0065,-1.4325,1.5501,23.4156
56.5000,0.5914,-1.5036,1.1075,2.0668,-2.5742,0.8407,1.5426,-1.1585,1.9816,-1.0955,0.8066,3.0359,-3.0815,-0.6874,-0.6193,0.1976,-1.9777,1.0083,2.2893,3.1198,0.3080,1.6300,0.1848,-1.4290,1.5287,20.8155
56.6000,0.3895,-1.6090,0.9394,2.2659,-2.6590,0.7261,1.5669,-0.9834,2.1989,-1.0830,0.9558,2.8929,-2.9152,-0.8359,-0.7106,0.4216,-1.7123,0.8366,2.3635,-2.9332,0.0788,1.5336,0.3630,-1.4254,1.5074,18.5121
56.7000,0.1876,-1.7143,0.7713,2.4650,-2.7438,0.6115,1.5911,-0.8084,2.4163,-1.0704,1.1049,2.7499,-2.7489,-0.9844,-0.8019,0.6456,-1.4470,0.6650,2.4377,-2.7031,-0.1504,1.4371,0.5413,-1.4218,1.4860,16.8675
56.8000,-0.0142,-1.8197,0.6032,2.6641,-2.8285,0.4969,1.6153,-0.6333,2.6336,-1.0578,1.2540,2.6068,-2.5826,-1.1329,-0.8932,0.8697,-1.1817,0.4933,2.5120,-2.4729,-0.3796,1.3407,0.7196,-1.4182,1.4647,16.1378
56.9000,-0.2161,-1.9250,0.4350,2.8632,-2.9133,0.3823,1.6396,-0.4583,2.8510,-1.0453,1.4032,2.4638,-2.4163,-1.2814,-0.9844,1.0937,-0.9163,0.3216,2.5862,-2.2428,-0.6088,1.2442,0.8978,-1.4147,1.4433,16.3215
57.0000,-0.4180,-2.0304,0.2669,3.0623,-2.9981,0.2677,1.6638,-0.2832,3.0683,-1.0327,1.5523,2.3207,-2.2500,-1.4299,-1.0757,1.3177,-0.6510,0.1499,2.6604,-2.0126,-0.8380,1.1477,1.0761,-1.4111,1.4220,17.1501
57.1000,-0.6199,-2.1357,0.0988,-3.0217,-3.0829,0.1532,1.6880,-0.1081,-2.9975,-1.0201,1.7014,2.1777,-2.0837,-1.5784,-1.1670,1.5417,-0.3857,-0.0217,2.7346,-1.7825,-1.0671,1.0513,1.2544,-1.4075,1.4006,18.2549
57.2000,-0.8218,-2.2411,-0.0693,-2.8226,3.1156,0.0386,1.7123,0.0669,-2.7802,-1.0075,1.8506,2.0346,-1.9174,-1.7269,-1.2583,1.7657,-0.1203,-0.1934,2.8088,-1.5523,-1.2963,0.9548,1.4326,-1.4040,1.3793,19.3255
57.3000,-1.0236,-2.3464,-0.2374,-2.6235,3.0308,-0.0760,1.7365,0.2420,-2.5629,-0.9950,1.9997,1.8916,-1.7511,-1.8754,-1.3496,1.9897,0.1450,-0.3651,2.8830,-1.3222,-1.5255,0.8583,1.6109,-1.4004,1.3579,20.1636
57.4000,-1.2255,-2.4518,-0.4055,-2.4244,2.9460,-0.1906,1.7607,0.4170,-2.3455,-0.9824,2.1489,1.7485,-1.5848,-2.0239,-1.4409,2.2137,0.4103,-0.5368,2.9573,-1.0920,-1.7547,0.7619,1.7892,-1.3968,1.3366,20.6761
57.5000,-1.4274,-2.5571,-0.5737,-2.2253,2.8612,-0.3052,1.7849,0.5921,-2.1282,-0.9698,2.2980,1.6055,-1.4185,-2.1724,-1.5322,2.4377,0.6757,-0.7084,3.0315,-0.8619,-1.9839,0.6654,1.9674,-1.3932,1.3152,20.8531
57.6000,-1.6293,-2.6625,-0.7418,-2.0262,2.7765,-0.4198,1.8092,0.7671,-1.9108,-0.9573,2.4471,1.4624,-1.2522,-2.3209,-1.6235,2.6617,0.9410,-0.8801,3.1057,-0.6317,-2.2131,0.5689,2.1457,-1.3897,1.2939,20.7465
57.7000,-1.8312,-2.7678,-0.9099,-1.8271,2.6917,-0.5344,1.8334,0.9422,-1.6935,-0.9447,2.5963,1.3194,-1.0859,-2.4694,-1.7148,2.8857,1.2063,-1.0518,-3.1033,-0.4016,-2.4423,0.4725,2.3240,-1.3861,1.2726,20.4495
57.8000,-2.0330,-2.8732,-1.0780,-1.6280,2.6069,-0.6490,1.8576,1.1173,-1.4761,-0.9321,2.7454,1.1763,-0.9196,-2.6179,-1.8060,3.1097,1.4716,-1.2235,-3.0291,-0.1714,-2.6715,0.3760,2.5022,-1.3825,1.2512,20.0748
57.9000,-2.2349,-2.9786,-1.2461,-1.4289,2.5222,-0.7635,1.8819,1.2923,-1.2588,-0.9196,2.8945,1.0333,-0.7533,-2.7663,-1.8973,-2.9494,1.7370,-1.3952,-2.9548,0.0587,-2.9007,0.2795,2.6805,-1.3790,1.2299,19.7304
58.0000,-2.4368,-3.0839,-1.4142,-1.2298,2.4374,-0.8781,1.9061,1.4674,-1.0414,-0.9070,3.0437,0.8902,-0.5870,-2.9148,-1.9886,-2.7254,2.0023,-1.5668,-2.8806,0.2889,-3.1298,0.1831,2.8588,-1.3754,1.2085,19.4946
58.1000,-2.6387,3.0939,-1.5824,-1.0307,2.3526,-0.9927,1.9303,1.6424,-0.8241,-0.8944,-3.0904,0.7472,-0.4207,-3.0633,-2.0799,-2.5014,2.2676,-1.7385,-2.8064,0.5190,2.9242,0.0866,3.0370,-1.3718,1.1872,19.3979
58.2000,-2.8406,2.9886,-1.7505,-0.8316,2.2678,-1.1073,1.9545,1.8175,-0.6068,-0.8818,-2.9412,0.6042,-0.2544,3.0713,-2.1712,-2.2774,2.5330,-1.9102,-2.7322,0.7492,2.6950,-0.0098,-3.0679,-1.3683,1.1658,19.4179
58.3000,-3.0424,2.8832,-1.9186,-0.6325,2.1831,-1.2219,1.9788,1.9925,-0.3894,-0.8693,-2.7921,0.4611,-0.0881,2.9228,-2.2625,-2.0534,2.7983,-2.0819,-2.6580,0.9793,2.4658,-0.1063,-2.8896,-1.3647,1.1445,19.4909
