time,predicted_position,filtered_position,position_error
7.3,8.50629,7.53587,-6.10193
7.4,7.43777,6.43493,-6.30579
7.5,6.279,6.00827,-1.70236
7.6,5.83673,6.12336,1.80231
7.7,5.96836,6.61718,4.07975
7.8,6.49959,7.30649,5.07373
7.9,7.23543,7.99993,4.80708
8,7.97295,8.5109,3.38258
8.1,8.51494,8.67045,0.977848
8.2,8.68346,8.33906,-2.16553
8.3,8.33221,7.41655,-5.75759
8.4,7.3569,6.52494,-5.23124
8.5,6.41732,6.55912,0.891642
8.6,6.45967,7.4475,6.21136
8.7,7.40501,9.07229,10.4837
8.8,9.12594,11.2761,13.5202
8.9,11.4538,13.8716,15.2029
9,14.1886,16.6527,15.4941
9.1,17.1119,19.4085,14.4408
9.2,20,21.9358,12.1719
9.3,22.639,24.053,8.89094
9.4,24.8377,25.6109,4.86161
9.5,26.4402,26.5023,0.390352
9.6,27.3351,26.668,-4.1949
9.7,27.4624,26.1,-8.56701
9.8,26.8158,24.8403,-12.4217
9.9,25.4423,22.9778,-15.4968
10,23.4376,20.6413,-17.5831
10.1,20.9399,17.9993,-18.4903
10.2,18.1283,15.4195,-17.0328
10.3,15.3923,13.3355,-12.9335
10.4,13.1897,11.5948,-10.0284
10.5,11.3571,10.012,-8.45757
10.6,9.69672,8.42925,-7.96978
10.7,8.04087,6.79639,-7.82522
10.8,6.33624,5.76247,-3.6078
10.9,5.26924,5.31801,0.306658
11,4.82759,5.41219,3.67594
11.1,4.95548,5.95811,6.30446
11.2,5.55922,6.8406,8.05725
11.3,6.51559,7.92619,8.86975
11.4,7.68252,9.07446,8.7524
11.5,8.91106,10.15,7.79065
11.6,10.0581,11.0347,6.14101
11.7,10.9991,11.6393,4.02549
11.8,11.6405,11.9154,1.72825
11.9,11.9325,11.8687,-0.40144
12,11.8821,11.5722,-1.94858
12.1,11.5678,11.1684,-2.51134
12.2,11.1409,10.8242,-1.9916
12.3,10.7785,10.6484,-0.817905
12.4,10.5952,10.6554,0.378957
12.5,10.6057,10.7894,1.15504
12.6,10.7502,10.9593,1.31492
12.7,10.9322,11.0664,0.843527
12.8,11.047,11.0223,-0.155293
12.9,11.0015,10.7635,-1.4967
13,10.729,10.2626,-2.93285
13.1,10.2012,9.54198,-4.14486
13.2,9.44256,8.69401,-4.70679
13.3,8.55143,7.88168,-4.21137
13.4,7.70047,7.2409,-2.88973
13.5,7.0332,6.78917,-1.53447
13.6,6.56739,6.45952,-0.678293
13.7,6.23153,6.15292,-0.49428
13.8,5.92039,5.77235,-0.930886
13.9,5.53128,5.26062,-1.70194
14,5.00394,4.70157,-1.90134
14.1,4.42746,4.41058,-0.106126
14.2,4.1355,4.59861,2.91203
14.3,4.35024,5.3031,5.99156
14.4,5.10967,6.48685,8.65963
14.5,6.37284,8.07145,10.6808
14.6,8.05538,9.95063,11.9172
14.7,10.0438,11.9997,12.2983
14.8,12.2057,14.0843,11.8127
14.9,14.3986,16.069,10.5031
15,16.4796,17.8253,8.46135
15.1,18.3135,19.2392,5.82056
15.2,19.7808,20.2176,2.74625
15.3,20.7843,20.6932,-0.573139
15.4,21.2547,20.6291,-3.93422
15.5,21.1545,20.0221,-7.12057
15.6,20.4823,18.9103,-9.88456
15.7,19.2798,17.3944,-11.8553
15.8,17.6552,15.7104,-12.2289
15.9,15.859,14.2675,-10.0073
16,14.3244,13.3202,-6.31403
16.1,13.3192,12.8762,-2.78596
16.2,12.8496,12.8497,0.000955582
16.3,12.8232,13.1308,1.93396
16.4,13.1219,13.6083,3.05803
16.5,13.6275,14.1818,3.48572
16.6,14.233,14.7679,3.36339
16.7,14.8499,15.3036,2.85226
16.8,15.4117,15.7477,2.11273
16.9,15.8753,16.0801,1.28804
17,16.2195,16.297,0.48715
17.1,16.4408,16.4042,-0.230267
17.2,16.5459,16.409,-0.860747
17.3,16.5429,16.3122,-1.45041
17.4,16.4327,16.1028,-2.07482
17.5,16.2043,15.7571,-2.81205
17.6,15.8328,15.2415,-3.7179
17.7,15.2831,14.5184,-4.80882
17.8,14.5159,13.5535,-6.05167
17.9,13.4955,12.3266,-7.34994
18,12.2012,10.8552,-8.46393
18.1,10.6522,9.32601,-8.3388
18.2,9.04655,8.21933,-5.20152
18.3,7.89216,7.6653,-1.42651
18.4,7.32506,7.60286,1.74681
18.5,7.27864,7.928,4.08316
18.6,7.64122,8.52004,5.52596
18.7,8.28393,9.25283,6.09235
18.8,9.07259,10.0038,5.85528
18.9,9.87725,10.6626,4.93841
19,10.5814,11.14,3.5126
19.1,11.091,11.3761,1.79271
19.2,11.3435,11.3491,0.0357122
19.3,11.3169,11.0843,-1.46209
19.4,11.0387,10.6585,-2.3902
19.5,10.5909,10.1875,-2.53704
19.6,10.0966,9.7796,-1.99325
19.7,9.67046,9.48478,-1.16753
19.8,9.36493,9.28365,-0.511025
19.9,9.15912,9.10946,-0.312256
20,8.98206,8.8739,-0.680055
20.1,8.74026,8.48747,-1.58954
20.2,8.33926,7.87406,-2.9251
20.3,7.69903,6.98159,-4.51116
20.4,6.76519,5.79687,-6.08873
20.5,5.52462,4.99071,-3.35724
20.6,4.68767,4.71089,0.145953
20.7,4.40919,4.85935,2.83056
20.8,4.58361,5.31453,4.59599
20.9,5.08095,5.94136,5.41024
21,5.75739,6.6028,5.31591
21.1,6.46758,7.17442,4.44459
21.2,7.07996,7.56415,3.04456
21.3,7.4976,7.74305,1.54336
21.4,7.69066,7.79209,0.637806
21.5,7.74554,7.92108,1.10374
21.6,7.88465,8.35774,2.97473
21.7,8.3486,9.21681,5.45923
21.8,9.25773,10.4953,7.78198
21.9,10.6076,12.1126,9.46308
22,12.3116,13.9406,10.2428
22.1,14.2336,15.8257,10.0107
22.2,16.2105,17.6053,8.77041
22.3,18.0705,19.1234,6.62072
22.4,19.6494,20.2444,3.74194
22.5,20.8047,20.8656,0.382988
22.6,21.4294,20.9287,-3.14853
22.7,21.4636,20.4319,-6.48703
22.8,20.9073,19.4467,-9.18416
22.9,19.8379,18.1437,-10.6526
23,18.4372,16.7997,-10.2964
23.1,16.9988,15.6746,-8.32672
23.2,15.7973,14.8522,-5.94248
23.3,14.9205,14.2638,-4.12923
23.4,14.2941,13.7702,-3.29401
23.5,13.7704,13.2149,-3.49258
23.6,13.1831,12.4522,-4.5955
23.7,12.3782,11.3653,-6.36924
23.8,11.2328,9.8782,-8.51777
23.9,9.66766,8.31399,-8.51177
24,8.02538,7.56528,-2.89308
24.1,7.25015,7.53889,1.8156
24.2,7.2404,8.09764,5.39027
24.3,7.84859,9.07429,7.70712
24.4,8.89592,10.2827,8.71985
24.5,10.1843,11.5302,8.46315
24.6,11.5094,12.6308,7.05151
24.7,12.6747,13.4178,4.67242
24.8,13.5045,13.755,1.57534
24.9,13.8562,13.5476,-1.94043
25,13.6309,12.7524,-5.52402
25.1,12.7851,11.4128,-8.62918
25.2,11.3664,10.0137,-8.50573
25.3,9.88924,9.32368,-3.55625
25.4,9.16664,9.33567,1.06288
25.5,9.18838,9.8948,4.44191
25.6,9.78824,10.8166,6.46623
25.7,10.7693,11.9112,7.18016
25.8,11.9298,12.9984,6.7192
25.9,13.0786,13.9194,5.28698
26,14.0481,14.5469,3.13667
26.1,14.7044,14.7921,0.551497
26.2,14.9546,14.6087,-2.17525
26.3,14.7512,13.9945,-4.75834
26.4,14.0934,12.9913,-6.93009
26.5,13.0267,11.6882,-8.41624
26.6,11.6464,10.2501,-8.7795
26.7,10.1278,8.95119,-7.39849
26.8,8.76102,7.94925,-5.10434
26.9,7.71228,7.22921,-3.03753
27,6.96438,6.74958,-1.35065
27.1,6.47236,6.49429,0.137915
27.2,6.21834,6.47368,1.6056
27.3,6.21245,6.70293,3.08411
27.4,6.46999,7.17878,4.45682
27.5,6.9867,7.86754,5.53866
27.6,7.72626,8.70473,6.15255
27.7,8.61987,9.60152,6.17255
27.8,9.57326,10.4547,5.5422
27.9,10.4772,11.1578,4.27936
28,11.2196,11.613,2.47366
28.1,11.6975,11.742,0.279845
28.2,11.8291,11.497,-2.0879
28.3,11.5649,10.8738,-4.34588
28.4,10.9018,9.9395,-6.05119
28.5,9.91207,8.91311,-6.28142
28.6,8.82807,8.12877,-4.39717
28.7,8.00341,7.69174,-1.95974
28.8,7.54841,7.52464,-0.149477
28.9,7.37994,7.49347,0.713845
29,7.35531,7.45233,0.610022
29.1,7.31977,7.26452,-0.3474
29.2,7.12877,6.81808,-1.9536
29.3,6.66442,6.04828,-3.87424
29.4,5.85909,5.17189,-4.32106
29.5,4.94308,4.84027,-0.646473
29.6,4.60552,5.08517,3.01598
29.7,4.87808,5.81423,5.88642
29.8,5.66112,6.89354,7.74936
29.9,6.8115,8.16277,8.4967
30,8.15865,9.44733,8.10312
30.1,9.51751,10.5709,6.62346
30.2,10.7018,11.368,4.18875
30.3,11.5373,11.696,0.997597
30.4,11.8744,11.4455,-2.69712
30.5,11.5993,10.5489,-6.60459
30.6,10.6421,9.00789,-10.2757
30.7,9.00684,8.35373,-4.10671
30.8,8.31503,8.58394,1.69088
30.9,8.56074,9.55731,6.26636
31,9.59157,11.1004,9.48761
31.1,11.2217,13.0187,11.2991
31.2,13.2435,15.1085,11.7264
31.3,15.4409,17.1707,10.877
31.4,17.6029,19.0238,8.93484
31.5,19.5379,20.5162,6.15118
31.6,21.0867,21.5369,2.83078
31.7,22.1334,22.0247,-0.683002
31.8,22.615,21.9752,-4.02309
31.9,22.5285,21.4449,-6.81347
32,21.9357,20.5524,-8.69816
32.1,20.9635,19.4636,-9.43128
32.2,19.7882,18.3466,-9.06424
32.3,18.5881,17.3095,-8.03941
32.4,17.4773,16.374,-6.93749
32.5,16.4781,15.5008,-6.14517
32.6,15.5486,14.6349,-5.74513
32.7,14.63,13.7497,-5.53497
32.8,13.694,12.8878,-5.06949
32.9,12.7856,12.1741,-3.8451
33,12.0367,11.7579,-1.75301
33.1,11.6044,11.7261,0.765029
33.2,11.5796,12.0777,3.13236
33.3,11.96,12.7439,4.92963
33.4,12.6714,13.6129,5.9201
33.5,13.5946,14.5505,6.01034
33.6,14.5873,15.4171,5.21753
33.7,15.5018,16.0816,3.6461
33.8,16.1998,16.4332,1.46786
33.9,16.5648,16.3903,-1.09698
34,16.5119,15.9078,-3.79823
34.1,15.9945,14.9815,-6.36991
34.2,15.0098,13.6539,-8.52535
34.3,13.604,12.038,-9.84686
34.4,11.8978,10.4306,-9.22599
34.5,10.2058,9.19385,-6.36299
34.6,8.91069,8.34205,-3.57556
34.7,8.02611,7.75949,-1.67648
34.8,7.42818,7.31786,-0.693662
34.9,6.98017,6.90885,-0.448455
35,6.56707,6.46485,-0.642714
35.1,6.11716,5.98151,-0.852936
35.2,5.62601,5.53502,-0.572147
35.3,5.17427,5.24382,0.437284
35.4,4.88706,5.17716,1.82407
35.5,4.83714,5.32247,3.05168
35.6,5.01043,5.60864,3.76153
35.7,5.33111,5.93268,3.7826
35.8,5.68983,6.17902,3.07597
35.9,5.96437,6.23498,1.70153
36,6.03594,6.00574,-0.189917
36.1,5.80496,5.44284,-2.27696
36.2,5.22118,4.74199,-3.01312
36.3,4.49271,4.52051,0.174839
36.4,4.27282,4.92041,4.07202
36.5,4.71007,5.90174,7.4931
36.6,5.7601,7.37577,10.1592
36.7,7.3273,9.2257,11.937
36.8,9.2867,11.3171,12.7673
36.9,11.4952,13.5074,12.6527
37,13.8016,15.6549,11.6535
37.1,16.0559,17.6273,9.88103
37.2,18.1189,19.3098,7.48866
37.3,19.8701,20.6112,4.66012
37.4,21.2142,21.468,1.59578
37.5,22.0856,21.8468,-1.50213
37.6,22.4506,21.7437,-4.44479
37.7,22.3068,21.1823,-7.07085
37.8,21.6806,20.208,-9.25932
37.9,20.6214,18.8817,-10.939
38,19.1947,17.2717,-12.0917
38.1,17.4739,15.4477,-12.7406
38.2,15.533,13.4861,-12.8708
38.3,13.4534,11.5731,-11.8228
38.4,11.432,10.0799,-8.50174
38.5,9.86082,9.09794,-4.79691
38.6,8.83484,8.61246,-1.39828
38.7,8.33655,8.59126,1.60157
38.8,8.33003,8.99114,4.15704
38.9,8.76803,9.75683,6.21755
39,9.59075,10.8202,7.73061
39.1,10.725,12.1009,8.65181
39.2,12.0851,13.509,8.95339
39.3,13.5752,14.9477,8.63025
39.4,15.0931,16.3182,7.70327
39.5,16.5342,17.5235,6.22035
39.6,17.7966,18.4734,4.25558
39.7,18.7855,19.0887,1.90698
39.8,19.4183,19.3059,-0.707003
39.9,19.629,19.08,-3.45171
40,19.3715,18.3886,-6.18062
40.1,18.6233,17.2337,-8.73785
40.2,17.3884,15.6473,-10.9474
40.3,15.7016,13.7154,-12.4894
40.4,13.6551,11.833,-11.4573
40.5,11.6676,10.5445,-7.06198
40.6,10.3144,9.82201,-3.09615
40.7,9.56351,9.53594,-0.173331
40.8,9.27585,9.54358,1.68344
40.9,9.29892,9.70519,2.55459
41,9.48396,9.89302,2.57215
41.1,9.69538,9.99843,1.90556
41.2,9.81826,9.93792,0.752405
41.3,9.76466,9.65816,-0.669673
41.4,9.47875,9.14016,-2.12902
41.5,8.94123,8.40395,-3.37839
41.6,8.17403,7.51609,-4.13708
41.7,7.24824,6.59569,-4.10325
41.8,6.29021,5.76878,-3.2787
41.9,5.43323,5.07249,-2.26831
42,4.71615,4.45553,-1.63872
42.1,4.08415,3.83243,-1.58281
42.2,3.44654,3.13009,-1.98985
42.3,2.72595,2.48886,-1.49084
42.4,2.07104,2.25386,1.14953
42.5,1.84659,2.48041,3.98541
42.6,2.10968,3.1524,6.55654
42.7,2.84181,4.2172,8.64833
42.8,3.98592,5.59217,10.1
42.9,5.45351,7.17091,10.7989
43,7.13127,8.83098,10.6877
43.1,8.88936,10.4435,9.77255
43.2,10.5915,11.8842,8.12814
43.3,12.1067,13.0452,5.90097
43.4,13.3218,13.8488,3.31344
43.5,14.1558,14.2629,0.673339
43.6,14.5761,14.3203,-1.60859
43.7,14.6187,14.1376,-3.02565
43.8,14.4083,13.9065,-3.15537
43.9,14.1482,13.8179,-2.07714
44,14.0406,13.9715,-0.434532
44.1,14.1903,14.3598,1.06617
44.2,14.5883,14.9025,1.97555
44.3,15.1491,15.4838,2.1046
44.4,15.7498,15.9819,1.45931
44.5,16.2612,16.2925,0.196993
44.6,16.5736,16.3524,-1.39089
44.7,16.6208,16.1631,-2.87829
44.8,16.405,15.8121,-3.72858
44.9,16.0198,15.4667,-3.47791
45,15.6426,15.3047,-2.12466
45.1,15.4611,15.4253,-0.225403
45.2,15.5796,15.8221,1.52483
45.3,15.9904,16.4074,2.62174
45.4,16.5998,17.0447,2.79786
45.5,17.2627,17.5768,1.97468
45.6,17.8129,17.8474,0.216736
45.7,18.0855,17.7198,-2.29933
45.8,17.9368,17.094,-5.2996
45.9,17.2625,15.9295,-8.38134
46,16.0211,14.3203,-10.6948
46.1,14.3138,12.8055,-9.48399
46.2,12.712,12.0025,-4.46107
46.3,11.8681,11.9581,0.565553
46.4,11.8289,12.5325,4.42454
46.5,12.4439,13.5319,6.84141
46.6,13.506,14.7428,7.77661
46.7,14.7882,15.9515,7.31484
46.8,16.0641,16.9599,5.63293
46.9,17.124,17.598,2.98017
47,17.7895,17.7353,-0.340551
47.1,17.9237,17.2888,-3.99203
47.2,17.4406,16.2292,-7.617
47.3,16.3111,14.592,-10.8099
47.4,14.5748,12.6035,-12.395
47.5,12.4726,11.1725,-8.17497
47.6,10.9667,10.4576,-3.201
47.7,10.2224,10.289,0.418509
47.8,10.0576,10.4653,2.56397
47.9,10.2575,10.7867,3.32774
48,10.6094,11.0699,2.89582
48.1,10.9191,11.1604,1.5174
48.2,11.0236,10.9413,-0.517484
48.3,10.7997,10.3385,-2.89975
48.4,10.1703,9.32377,-5.3228
48.5,9.10675,7.91569,-7.4893
48.6,7.62998,6.68179,-5.96214
48.7,6.34142,6.0591,-1.7752
48.8,5.70245,5.91073,1.30965
48.9,5.56608,6.08939,3.29052
49,5.77492,6.45314,4.26461
49.1,6.17777,6.87913,4.41006
49.2,6.64421,7.27694,3.97856
49.3,7.07851,7.60028,3.28092
49.4,7.43193,7.85322,2.64903
49.5,7.70917,8.0825,2.34748
49.6,7.95997,8.34952,2.4495
49.7,8.24946,8.69367,2.79319
49.8,8.61922,9.11091,3.09169
49.9,9.06481,9.55523,3.08376
50,9.53742,9.95304,2.61343
50.1,9.95919,10.2209,1.64544
50.2,10.2421,10.283,0.257237
50.3,10.3066,10.0894,-1.36611
50.4,10.1004,9.63771,-2.9095
50.5,9.6221,9.01001,-3.84874
50.6,8.9591,8.40162,-3.5054
50.7,8.31857,8.01706,-1.89588
50.8,7.91662,7.92186,0.0329638
50.9,7.82172,8.06366,1.52127
51,7.97747,8.33285,2.23462
51.1,8.26716,8.59851,2.08353
51.2,8.55192,8.73101,1.12611
51.3,8.69475,8.62151,-0.460554
51.4,8.58102,8.2084,-2.34303
51.5,8.14643,7.54897,-3.75682
51.6,7.45254,6.98503,-2.93969
51.7,6.86165,6.88524,0.148362
51.8,6.76323,7.31926,3.49633
51.9,7.2293,8.21551,6.20118
52,8.18242,9.44415,7.93368
52.1,9.48381,10.8456,8.5629
52.2,10.9638,12.2477,8.0728
52.3,12.4399,13.4797,6.53845
52.4,13.7319,14.386,4.1132
52.5,14.6759,14.8376,1.01627
52.6,15.1368,14.7424,-2.4798
52.7,15.0189,14.0564,-6.0521
52.8,14.2774,12.8071,-9.24517
52.9,12.9433,11.3091,-10.2757
53,11.351,10.397,-5.99874
53.1,10.384,10.1815,-1.27303
53.2,10.1568,10.5256,2.31878
53.3,10.5221,11.2523,4.59133
53.4,11.291,12.178,5.57764
53.5,12.2678,13.13,5.42156
53.6,13.2695,13.9621,4.35475
53.7,14.1415,14.5687,2.68592
53.8,14.7728,14.8988,0.792395
53.9,15.1101,14.9677,-0.89584
54,15.1708,14.86,-1.95451
54.1,15.0452,14.7073,-2.1245
54.2,14.873,14.633,-1.50953
54.3,14.7848,14.6981,-0.545614
54.4,14.845,14.8886,0.274638
54.5,15.038,15.1353,0.611626
54.6,15.2903,15.3418,0.323974
54.7,15.4998,15.4113,-0.556437
54.8,15.5642,15.2696,-1.85252
54.9,15.4055,14.8884,-3.25104
55,14.9945,14.3115,-4.29497
55.1,14.3781,13.6722,-4.4389
55.2,13.6982,13.1604,-3.38179
55.3,13.1553,12.9215,-1.47013
55.4,12.903,12.9949,0.577876
55.5,12.9817,13.3292,2.18525
55.6,13.3361,13.8198,3.04146
55.7,13.8545,14.338,3.04043
55.8,14.4006,14.753,2.21593
55.9,14.8359,14.9471,0.699087
56,15.0364,14.828,-1.31082
56.1,14.9053,14.338,-3.56724
56.2,14.3826,13.4627,-5.78409
56.3,13.4543,12.2461,-7.59657
56.4,12.168,10.8445,-8.32201
56.5,10.6901,9.60564,-6.8191
56.6,9.38868,8.76401,-3.92784
56.7,8.51104,8.30032,-1.32499
56.8,8.03519,8.11463,0.499525
56.9,7.85408,8.09897,1.53987
57,7.85255,8.16541,1.96729
57.1,7.93702,8.26252,2.04671
57.2,8.05291,8.38335,2.07778
57.3,8.19279,8.55907,2.30318
57.4,8.38962,8.83473,2.79877
57.5,8.69095,9.23782,3.43868
57.6,9.12558,9.75853,3.97999
57.7,9.68279,10.3476,4.18046
57.8,10.3102,10.9255,3.86888
57.9,10.9236,11.3953,2.96614
58,11.4206,11.6563,1.48195
58.1,11.6951,11.6161,-0.497087
58.2,11.6504,11.2018,-2.82025
58.3,11.2103,10.3715,-5.27421
58.4,10.3316,9.14554,-7.4577
58.5,9.03723,7.96504,-6.74186
58.6,7.79489,7.41851,-2.36665
58.7,7.22667,7.48289,1.61108
58.8,7.30582,8.04654,4.6576
58.9,7.91218,8.97552,6.68625
59,8.90248,10.1293,7.71437
59.1,10.127,11.3723,7.82986
59.2,11.4418,12.5837,7.18032
59.3,12.719,13.6673,5.96267
59.4,13.8573,14.5585,4.40882
59.5,14.789,15.2287,2.76484
59.6,15.4845,15.6848,1.25979
59.7,15.9522,15.9622,0.0628071
59.8,16.2301,16.1088,-0.762883
59.9,16.3698,16.1659,-1.28158
60,16.4151,16.1517,-1.6566
60.1,16.3857,16.0547,-2.08122
60.2,16.2696,15.839,-2.70788
60.3,16.0291,15.4562,-3.60235
60.4,15.6132,14.8631,-4.7167
60.5,14.9769,14.0465,-5.85009
60.6,14.1067,13.0658,-6.54502
60.7,13.0659,12.1124,-5.99546
60.8,12.0576,11.4661,-3.71938
60.9,11.3771,11.3072,-0.439441
61,11.2142,11.6737,2.88919
61.1,11.6072,12.518,5.72693
61.2,12.504,13.7471,7.81655
61.3,13.8048,15.2436,9.047
61.4,15.3843,16.8784,9.39481
61.5,17.1052,18.5204,8.89835
61.6,18.8288,20.0444,7.64338
61.7,20.4229,21.3377,5.75233
61.8,21.769,22.3056,3.37455
61.9,22.7679,22.8755,0.67712
62,23.344,22.9999,-2.16368
62.1,23.4484,22.658,-4.97017
62.2,23.061,21.8573,-7.56871
62.3,22.1909,20.6337,-9.79168
62.4,20.8775,19.0534,-11.4701
62.5,19.192,17.2193,-12.4041
62.6,17.2442,15.288,-12.3003
62.7,15.2001,13.4699,-10.8793
62.8,13.2822,11.9207,-8.56082
62.9,11.6545,10.6551,-6.28432
63,10.3312,9.60465,-4.56866
63.1,9.23891,8.67749,-3.53015
63.2,8.27939,7.78563,-3.10475
63.3,7.35906,6.85926,-3.14267
63.4,6.40386,5.85947,-3.42308
63.5,5.37269,4.81312,-3.51851
63.6,4.29405,3.9146,-2.38597
63.7,3.37367,3.33435,-0.247242
63.8,2.79116,3.05946,1.68703
63.9,2.53171,3.01738,3.05381
64,2.51766,3.11766,3.77279
64.1,2.65254,3.26821,3.87131
64.2,2.83856,3.39023,3.46889
64.3,2.99242,3.43926,2.80964
64.4,3.06721,3.43816,2.33251
64.5,3.08751,3.50428,2.62066
64.6,3.17766,3.79487,3.88098
64.7,3.50381,4.40733,5.68122
64.8,4.16839,5.35844,7.48292
64.9,5.18812,6.60647,8.91847
65,6.51794,8.07106,9.76593
65.1,8.07209,9.64727,9.90465
65.2,9.73913,11.2172,9.29404
65.3,11.3943,12.6608,7.96393
65.4,12.911,13.8664,6.00782
65.5,14.1716,14.7403,3.57555
65.6,15.0782,15.2158,0.864747
65.7,15.5617,15.2615,-1.88756
65.8,15.5902,14.8889,-4.40918
65.9,15.1771,14.1614,-6.38679
66,14.391,13.2048,-7.45862
66.1,13.3661,12.2,-7.33223
66.2,12.294,11.3079,-6.20061
66.3,11.345,10.5864,-4.7697
66.4,10.5798,10.01,-3.58277
66.5,9.97054,9.53643,-2.72967
66.6,9.47192,9.16687,-1.91814
66.7,9.08477,8.98073,-0.654191
66.8,8.89263,9.10938,1.36286
66.9,9.03378,9.66376,3.96128
67,9.62449,10.6903,6.70153
67.1,10.7124,12.1672,9.14722
67.2,12.2732,14.0154,10.9546
67.3,14.2219,16.1113,11.8802
67.4,16.4268,18.2997,11.7769
67.5,18.7232,20.4075,10.5909
67.6,20.9281,22.2574,8.359
67.7,22.8547,23.6822,5.20298
67.8,24.3271,24.5372,1.321
67.9,25.1943,24.7133,-3.02427
68,25.3426,24.1474,-7.51585
68.1,24.7078,22.835,-11.7762
68.2,23.2874,20.8611,-15.2564
68.3,21.1736,18.5674,-16.3878
68.4,18.7296,16.7763,-12.2823
68.5,16.8259,15.7884,-6.5239
68.6,15.7782,15.4769,-1.89433
68.7,15.4493,15.6267,1.11523
68.8,15.6093,16.005,2.48853
68.9,16.0105,16.3881,2.37425
69,16.4153,16.5771,1.01707
69.1,16.6136,16.411,-1.27387
69.2,16.4359,15.7759,-4.15009
69.3,15.7627,14.6101,-7.24754
69.4,14.5304,12.9074,-10.2055
69.5,12.7342,10.7944,-12.1972
69.6,10.5093,9.50518,-6.31384
69.7,9.16216,8.94835,-1.34439
69.8,8.59304,8.92977,2.11735
69.9,8.59387,9.24277,4.08023
70,8.94428,9.68305,4.64532
70.1,9.42716,10.0623,3.99349
70.2,9.84299,10.2207,2.3749
70.3,10.0232,10.0391,0.10009
70.4,9.84255,9.45334,-2.44728
70.5,9.23433,8.49435,-4.65297
70.6,8.23267,7.47928,-4.73728
70.7,7.17414,6.93309,-1.51569
70.8,6.61407,6.94929,2.10785
70.9,6.6496,7.4306,4.91084
71,7.17594,8.23177,6.63899
71.1,8.03799,9.19568,7.27946
71.2,9.06865,10.1717,6.93583
71.3,10.1083,11.0294,5.79172
71.4,11.0191,11.6694,4.08908
71.5,11.6966,12.0317,2.10758
71.6,12.0782,12.1008,0.14151
71.7,12.1486,11.905,-1.53178
71.8,11.9387,11.5087,-2.70429
71.9,11.5176,10.9902,-3.31636
72,10.9688,10.4101,-3.51275
72.1,10.3565,9.78734,-3.57865
72.2,9.70087,9.10102,-3.77181
72.3,8.97996,8.31659,-4.17119
72.4,8.15728,7.44061,-4.50636
72.5,7.23998,6.63594,-3.79817
72.6,6.40047,6.17935,-1.39042
72.7,5.93112,6.18971,1.62603
72.8,5.95641,6.65568,4.39698
72.9,6.4627,7.50239,6.53754
